id,date_listed,project_id,project_name,developer,ortsteil,bezirk,lat,lon,property_type,rooms,area_m2,floor,total_floors,energy_class,completion_year,total_project_units,possession_status,payment_plan,has_lift,has_balcony,has_parking,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
N006471,2021-03-19,NC0064,Kiez Plänterwald,Stofanel,Plänterwald,Treptow-Köpenick,52.48239,13.47212,3_room,3,65.6,11,12,A_plus,2028,120,completed,70_30,True,True,False,Sonnenallee,S Ringbahn,21,7.42,378000,5766,408317,6228,1.1
N006472,2021-03-26,NC0142,Wohnen Tempelhof,Vonovia,Tempelhof,Tempelhof-Schöneberg,52.47691,13.3808,4_room,4,95.1,12,12,B,2028,50,completed,70_30,True,True,True,Tempelhof S,S Ringbahn,15,4.39,615000,6462,663691,6979,1.1
N006473,2022-02-09,NC0036,Gärten Schmöckwitz,Berlinovo,Schmöckwitz,Treptow-Köpenick,52.3725,13.6536,1_room,1,20.4,8,8,A_plus,2028,50,ready_within_6m,full_at_handover,False,True,False,Gesundbrunnen U,U8,322,24.6,147000,7224,159021,7802,1.8
N006474,2021-09-18,NC0048,Carré Karlshorst,ZIEGERT EverEstate,Karlshorst,Lichtenberg,52.48853,13.53009,4_room,4,110.8,1,8,A_plus,2028,120,completed,tranches_quarterly,True,False,True,Storkower Straße,S Ringbahn,64,10.77,635000,5732,686078,6191,1.1
N006475,2022-11-05,NC0073,Häuser Karlshorst,Becken,Karlshorst,Lichtenberg,52.47832,13.53584,3_room,3,76.3,2,6,A,2026,250,ready_within_6m,off_plan_30_70,True,False,False,Altstadt Spandau,U7,281,11.51,547000,7167,590262,7740,3.4
N006476,2025-04-15,NC0052,Atelier Märkisches,Vonovia,Märkisches Viertel,Reinickendorf,52.60211,13.34025,2_room,2,38.5,3,5,B,2027,500,ready_within_6m,full_at_handover,True,True,False,Wittenau U,U8,19,9.87,176000,4571,190170,4937,3.3
N006477,2024-05-22,NC0094,Carré Wartenberg,Deutsche Wohnen,Wartenberg,Lichtenberg,52.58811,13.50565,3_room,3,86.1,2,6,A_plus,2027,120,ready_within_6m,off_plan_30_70,True,True,False,Hausvogteiplatz,U2,142,11.77,362000,4209,391341,4545,3.85
N006478,2024-05-27,NC0189,Wohnen Kaulsdorf,Vonovia,Kaulsdorf,Marzahn-Hellersdorf,52.50893,13.6106,1_room,1,60.0,2,5,A_plus,2028,500,completed,full_at_handover,True,False,True,Rosenthaler Platz,U8,179,15.78,310000,5165,334662,5578,3.85
N006479,2021-10-22,NC0140,Towers Lichtenberg,Trockland,Lichtenberg (Ort),Lichtenberg,52.51264,13.49025,1_room,1,38.2,4,5,A,2028,500,completed,70_30,True,False,False,Bernauer Straße,U8,85,7.63,225000,5885,243032,6356,1.1
N006480,2022-01-05,NC0071,Living Marzahn,Diamona & Harnisch,Marzahn,Marzahn-Hellersdorf,52.54558,13.55316,2_room,2,65.9,2,4,B,2028,20,under_construction,70_30,True,True,False,Spittelmarkt,U2,137,12.31,256000,3875,276017,4185,1.8
N006481,2021-10-20,NC0114,Platz Plänterwald,Bonava,Plänterwald,Treptow-Köpenick,52.48018,13.46795,3_room,3,70.6,2,5,A,2028,250,ready_within_6m,full_at_handover,True,True,True,Schlesisches Tor,U1,40,7.31,519000,7355,560884,7943,1.1
N006482,2024-07-15,NC0156,Pavillon Plänterwald,ZIEGERT EverEstate,Plänterwald,Treptow-Köpenick,52.48716,13.47424,1_room,1,47.3,3,4,A,2025,20,completed,full_at_handover,True,True,False,Treptower Park,S Ringbahn,15,7.29,333000,7053,360002,7618,3.5
N006483,2021-04-22,NC0065,Quartier Charlottenburg-Nord,STADT UND LAND,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,52.53908,13.29036,2_room,2,47.3,7,8,A,2025,500,ready_within_6m,tranches_quarterly,False,True,True,Jakob-Kaiser-Platz,U7,7,6.43,406000,8572,437964,9258,1.1
N006484,2022-07-01,NC0004,Carré Borsigwalde,GAGFAH,Borsigwalde,Reinickendorf,52.59116,13.30229,4_room,4,112.1,3,6,A_plus,2028,120,under_construction,off_plan_30_70,True,True,False,Residenzstraße,U8,59,9.76,686000,6124,741277,6614,3.4
N006485,2022-11-11,NC0082,Gärten Lankwitz,Trockland,Lankwitz,Steglitz-Zehlendorf,52.4392,13.34618,4_room,4,124.7,5,6,A,2026,50,under_construction,70_30,True,True,True,Lipschitzallee,U7,98,8.84,1200000,9616,1295487,10385,3.4
N006486,2025-09-12,NC0096,Living Lichterfelde,Bauwert,Lichterfelde,Steglitz-Zehlendorf,52.43371,13.30574,5_room_plus,5,215.0,5,5,A_plus,2025,50,ready_within_6m,tranches_quarterly,True,True,False,Rudow,U7,153,10.4,2255000,10487,2435246,11326,3.1
N006487,2022-02-05,NC0152,Allee Plänterwald,GAGFAH,Plänterwald,Treptow-Köpenick,52.48571,13.47455,2_room,2,54.1,0,6,A,2027,500,completed,off_plan_30_70,True,True,False,Boddinstraße,U8,40,7.39,408000,7543,441103,8147,1.8
N006488,2024-11-05,NC0059,Heimat Rummelsburg,Stofanel,Rummelsburg,Lichtenberg,52.49807,13.48946,3_room,3,100.3,4,4,A,2025,250,under_construction,full_at_handover,True,True,False,Schönleinstraße,U8,58,7.83,683000,6809,737485,7353,3.5
N006489,2024-03-23,NC0072,Residenz Hermsdorf,Project Immobilien,Hermsdorf,Reinickendorf,52.61436,13.29377,4_room,4,118.3,11,12,A_plus,2028,500,under_construction,full_at_handover,True,True,True,Wittenau U,U8,47,12.29,881000,7442,951019,8038,3.85
N006490,2021-05-13,NC0144,Carré Adlershof,ZIEGERT EverEstate,Adlershof,Treptow-Köpenick,52.42986,13.53101,2_room,2,63.1,3,4,A,2026,50,under_construction,off_plan_30_70,True,True,True,Sonnenallee,S Ringbahn,86,14.15,410000,6502,442855,7022,1.1
N006491,2021-09-04,NC0128,Lofts Lübars,Trockland,Lübars,Reinickendorf,52.60422,13.36301,1_room,1,45.9,1,4,A,2025,50,under_construction,70_30,True,False,False,Britz-Süd,U7,230,9.83,275000,5989,296551,6468,1.1
N006492,2025-11-26,NC0096,Living Lichterfelde,Bauwert,Lichterfelde,Steglitz-Zehlendorf,52.43371,13.30574,2_room,2,54.8,3,8,A,2025,50,ready_within_6m,off_plan_30_70,True,True,True,Friedenau S,S1,61,10.4,506000,9220,546162,9957,3.1
N006493,2025-04-03,NC0059,Heimat Rummelsburg,Stofanel,Rummelsburg,Lichtenberg,52.49807,13.48946,2_room,2,60.0,0,6,A_plus,2025,250,under_construction,70_30,True,True,True,Rosa-Luxemburg-Platz,U2,78,7.83,558000,9306,602990,10050,3.3
N006494,2021-10-12,NC0160,Living Lichtenberg,ZIEGERT EverEstate,Lichtenberg (Ort),Lichtenberg,52.51241,13.51012,3_room,3,121.2,2,4,A_plus,2028,120,ready_within_6m,tranches_quarterly,True,True,True,Wutzkyallee,U7,128,8.97,713000,5882,769913,6352,1.1
N006495,2023-03-24,NC0076,Carré Wedding,GAGFAH,Wedding,Mitte,52.54607,13.34303,3_room,3,59.0,5,6,A_plus,2025,20,under_construction,70_30,True,False,True,Beusselstraße,S Ringbahn,23,4.06,519000,8802,560715,9507,3.85
N006496,2025-12-05,NC0127,Suites Falkenberg,Gewobag,Falkenberg,Lichtenberg,52.58589,13.54195,3_room,3,93.6,1,8,A_plus,2025,20,under_construction,tranches_quarterly,True,True,False,Hermannstraße,U8,182,13.54,470000,5027,508080,5429,3.1
N006497,2025-09-09,NC0089,Häuser Hellersdorf,Bonava,Hellersdorf,Marzahn-Hellersdorf,52.53272,13.5955,5_room_plus,5,202.3,2,6,B,2024,50,under_construction,full_at_handover,False,False,False,Paracelsus-Bad,U8,212,14.85,749000,3703,809157,4000,3.1
N006498,2021-09-24,NC0009,Atelier Malchow,Bonava,Malchow,Lichtenberg,52.57542,13.48677,1_room,1,29.4,3,4,A,2027,500,under_construction,full_at_handover,True,True,False,Landsberger Allee,S Ringbahn,66,9.88,136000,4605,146356,4973,1.1
N006499,2024-07-03,NC0093,Living Buch,GHL Berlin,Buch,Pankow,52.63367,13.48738,2_room,2,44.7,0,12,A,2027,120,ready_within_6m,full_at_handover,True,True,True,Lindauer Allee,U8,139,15.01,233000,5200,251130,5616,3.5
N006500,2024-09-15,NC0024,Towers Moabit,Stofanel,Moabit,Mitte,52.53255,13.32498,4_room,4,117.1,6,12,A_plus,2024,250,under_construction,full_at_handover,True,True,False,Berlin Hauptbahnhof,Stadtbahn,38,4.0,1226000,10474,1324575,11311,3.5
N006501,2023-12-22,NC0073,Häuser Karlshorst,Becken,Karlshorst,Lichtenberg,52.47832,13.53584,1_room,1,38.0,3,4,A,2026,250,under_construction,70_30,True,True,False,Frankfurter Allee,S Ringbahn,75,11.51,231000,6080,249649,6566,4.1
N006502,2023-06-15,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,3_room,3,84.1,2,4,A,2027,20,under_construction,70_30,True,False,True,Blaschkoallee,U7,11,8.86,482000,5737,520819,6196,3.85
N006503,2026-04-14,NC0123,Pavillon Treptow,STADT UND LAND,Treptow,Treptow-Köpenick,52.48612,13.4531,4_room,4,129.7,2,8,A_plus,2026,250,under_construction,tranches_quarterly,False,True,False,Leinestraße,U8,30,6.11,995000,7670,1074683,8284,3.1
N006504,2021-10-09,NC0006,Park Marienfelde,Project Immobilien,Marienfelde,Tempelhof-Schöneberg,52.41737,13.36105,4_room,4,102.4,4,6,A,2027,250,under_construction,tranches_quarterly,True,False,False,Lichterfelde West,S1,66,11.06,548000,5358,592364,5787,1.1
N006505,2026-01-04,NC0145,Living Tempelhof,Investa Real Estate,Tempelhof,Tempelhof-Schöneberg,52.47325,13.40964,3_room,3,64.0,1,12,A_plus,2025,250,under_construction,full_at_handover,True,True,True,Hermannstraße S,S Ringbahn,21,5.25,562000,8794,607442,9498,3.1
N006506,2025-10-04,NC0069,Pavillon Britz,Groth Gruppe,Britz,Neukölln,52.44972,13.44916,3_room,3,46.8,4,5,A,2024,20,under_construction,70_30,True,True,True,Parchimer Allee,U7,4,8.84,291000,6215,314404,6712,3.1
N006507,2021-08-11,NC0123,Pavillon Treptow,STADT UND LAND,Treptow,Treptow-Köpenick,52.48612,13.4531,1_room,1,32.6,4,4,B,2026,250,completed,full_at_handover,True,True,True,Rosenthaler Platz,U8,72,6.11,208000,6362,224326,6871,1.1
N006508,2021-02-21,NC0163,Suites Gesundbrunnen,Adler Group,Gesundbrunnen,Mitte,52.54875,13.37473,3_room,3,87.1,0,4,A,2026,500,ready_within_6m,tranches_quarterly,True,True,True,Jannowitzbrücke,Stadtbahn,63,3.61,667000,7658,720736,8271,1.1
N006509,2023-01-22,NC0007,Atelier Lichterfelde,TAG Immobilien,Lichterfelde,Steglitz-Zehlendorf,52.4369,13.31432,4_room,4,100.1,3,4,B,2026,500,ready_within_6m,off_plan_30_70,True,True,False,Nollendorfplatz,U1,96,9.82,697000,6958,752437,7514,3.85
N006510,2022-10-23,NC0132,Heimat Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.4624,13.61503,3_room,3,72.9,1,6,A_plus,2027,20,ready_within_6m,full_at_handover,True,True,True,Blaschkoallee,U7,143,17.15,626000,8592,676208,9279,3.4
N006511,2022-12-29,NC0063,Carré Dahlem,GAGFAH,Dahlem,Steglitz-Zehlendorf,52.45761,13.29771,1_room,1,20.0,5,6,B,2027,500,completed,full_at_handover,True,False,True,Weinmeisterstraße,U8,123,8.48,237000,11848,255917,12796,3.4
N006512,2021-09-19,NC0100,Kiez Buch,Project Immobilien,Buch,Pankow,52.63834,13.48809,2_room,2,67.7,1,4,B,2027,50,under_construction,tranches_quarterly,True,True,False,Gneisenaustraße,U7,209,15.48,284000,4200,306865,4536,1.1
N006513,2022-06-29,NC0160,Living Lichtenberg,ZIEGERT EverEstate,Lichtenberg (Ort),Lichtenberg,52.51241,13.51012,3_room,3,76.0,3,4,A,2028,120,ready_within_6m,70_30,True,False,True,Sonnenallee,S Ringbahn,69,8.97,520000,6842,561709,7390,1.8
N006514,2025-12-13,NC0110,Gärten Kladow,Deutsche Wohnen,Kladow,Spandau,52.45323,13.15348,3_room,3,91.2,7,12,A_plus,2026,250,ready_within_6m,off_plan_30_70,True,True,False,Hermannplatz,U7,229,16.72,561000,6147,605657,6639,3.1
N006515,2022-10-01,NC0172,Pavillon Gatow,Becken,Gatow,Spandau,52.48549,13.17774,4_room,4,115.9,5,6,A,2027,500,under_construction,off_plan_30_70,True,True,True,Zehlendorf S,S1,100,13.96,655000,5646,706962,6098,3.4
N006516,2022-01-06,NC0094,Carré Wartenberg,Deutsche Wohnen,Wartenberg,Lichtenberg,52.58811,13.50565,2_room,2,44.1,1,6,A_plus,2027,120,under_construction,tranches_quarterly,True,True,True,Zehlendorf S,S1,295,11.77,217000,4926,234496,5321,1.8
N006517,2024-08-15,NC0121,Residenz Pankow,Bauwert,Pankow (Ort),Pankow,52.58051,13.40476,2_room,2,71.9,0,5,A,2028,50,under_construction,full_at_handover,True,True,True,Südstern,U7,129,7.37,541000,7526,584127,8128,3.5
N006518,2024-10-09,NC0024,Towers Moabit,Stofanel,Moabit,Mitte,52.53255,13.32498,2_room,2,65.8,6,6,A,2024,250,completed,full_at_handover,True,True,True,Beusselstraße,S Ringbahn,12,4.0,592000,9002,639612,9722,3.5
N006519,2026-04-21,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,5_room_plus,5,175.7,1,6,A,2027,120,under_construction,full_at_handover,True,False,True,Beusselstraße,S Ringbahn,61,6.08,1805000,10274,1949836,11096,3.1
N006520,2026-03-31,NC0158,Suites Nikolassee,Buwog,Nikolassee,Steglitz-Zehlendorf,52.43696,13.19266,3_room,3,62.0,2,4,A_plus,2024,120,under_construction,70_30,True,False,False,Nikolassee,S1,8,15.33,712000,11478,768914,12397,3.1
N006521,2022-05-23,NC0080,Höfe Mitte,Project Immobilien,Mitte (Ort),Mitte,52.51973,13.42461,3_room,3,87.4,2,4,A,2026,50,completed,70_30,True,False,True,Jannowitzbrücke,Stadtbahn,13,3.2,1062000,12142,1146601,13113,1.8
N006522,2021-08-16,NC0088,Hofgarten Mahlsdorf,TAG Immobilien,Mahlsdorf,Marzahn-Hellersdorf,52.49519,13.62682,1_room,1,35.4,5,12,A_plus,2028,250,under_construction,tranches_quarterly,True,True,False,Hermannstraße,U8,170,17.02,181000,5111,195567,5519,1.1
N006523,2026-04-11,NC0177,Residenz Friedrichshain,Gewobag,Friedrichshain,Friedrichshain-Kreuzberg,52.51969,13.44542,4_room,4,170.1,3,6,A,2026,250,under_construction,70_30,True,True,False,Schlesisches Tor,U1,31,4.6,1591000,9357,1718708,10106,3.1
N006524,2022-12-31,NC0170,Gärten Tiergarten,ZIEGERT EverEstate,Tiergarten,Mitte,52.51449,13.34122,3_room,3,80.1,3,4,B,2026,120,under_construction,tranches_quarterly,False,True,True,Berliner Straße,U7,42,2.48,1040000,12982,1123463,14021,3.4
N006525,2025-04-28,NC0092,Allee Grünau,Project Immobilien,Grünau,Treptow-Köpenick,52.41693,13.57152,1_room,1,51.1,0,8,A_plus,2028,250,under_construction,tranches_quarterly,True,True,True,Lipschitzallee,U7,88,17.16,392000,7672,423363,8285,3.3
N006526,2022-04-11,NC0145,Living Tempelhof,Investa Real Estate,Tempelhof,Tempelhof-Schöneberg,52.47325,13.40964,3_room,3,64.1,4,5,B,2025,250,under_construction,tranches_quarterly,True,False,True,Leinestraße,U8,18,5.25,483000,7526,521232,8128,1.8
N006527,2026-02-02,NC0063,Carré Dahlem,GAGFAH,Dahlem,Steglitz-Zehlendorf,52.45761,13.29771,3_room,3,109.3,3,6,A_plus,2027,500,under_construction,70_30,True,True,True,Südkreuz,S Ringbahn,63,8.48,1412000,12915,1525210,13949,3.1
N006528,2022-08-06,NC0187,Pavillon Westend,STADT UND LAND,Westend,Charlottenburg-Wilmersdorf,52.51536,13.2706,4_room,4,130.5,2,6,A,2028,50,ready_within_6m,tranches_quarterly,True,True,True,Mexikoplatz,S1,100,7.25,1375000,10537,1485205,11380,3.4
N006529,2023-01-15,NC0188,Wohnen Mitte,TAG Immobilien,Mitte (Ort),Mitte,52.52404,13.39209,5_room_plus,5,161.0,1,6,A,2028,50,under_construction,off_plan_30_70,True,True,True,Spittelmarkt,U2,21,1.3,2123000,13187,2292895,14242,3.85
N006530,2024-09-18,NC0105,Pavillon Lichterfelde,Gewobag,Lichterfelde,Steglitz-Zehlendorf,52.42565,13.31777,2_room,2,57.3,5,5,A,2025,20,ready_within_6m,tranches_quarterly,True,True,True,Hallesches Tor,U1,118,10.87,516000,8997,557225,9716,3.5
N006531,2024-11-20,NC0137,Heimat Marienfelde,Bauwert,Marienfelde,Tempelhof-Schöneberg,52.3999,13.36101,3_room,3,79.2,4,4,A,2027,250,under_construction,70_30,True,True,False,Wittenbergplatz,U1,138,12.99,578000,7300,624756,7884,3.5
N006532,2024-02-12,NC0132,Heimat Friedrichshagen,STADT UND LAND,Friedrichshagen,Treptow-Köpenick,52.4624,13.61503,4_room,4,98.1,9,12,A,2027,20,under_construction,off_plan_30_70,True,True,False,Möckernbrücke,U1,200,17.15,680000,6932,734475,7486,3.85
N006533,2024-04-12,NC0077,Höfe Britz,Buwog,Britz,Neukölln,52.45055,13.44052,2_room,2,55.4,2,5,A,2025,120,under_construction,tranches_quarterly,True,True,False,Parchimer Allee,U7,11,8.46,366000,6596,394771,7124,3.85
N006534,2021-04-24,NC0081,Residenz Hohenschönhausen,Deutsche Wohnen,Hohenschönhausen,Lichtenberg,52.56953,13.50701,2_room,2,66.2,2,5,A_plus,2025,120,completed,full_at_handover,True,True,True,Schönhauser Allee,S Ringbahn,84,10.56,321000,4845,346587,5233,1.1
N006535,2023-10-24,NC0021,Towers Waidmannslust,STADT UND LAND,Waidmannslust,Reinickendorf,52.596,13.33523,2_room,2,92.1,5,6,A_plus,2025,20,under_construction,full_at_handover,True,True,False,Wittenau U,U8,17,9.32,464000,5033,500877,5436,4.1
N006536,2022-03-20,NC0092,Allee Grünau,Project Immobilien,Grünau,Treptow-Köpenick,52.41693,13.57152,3_room,3,79.3,5,8,A_plus,2028,250,under_construction,tranches_quarterly,True,True,True,Gesundbrunnen S,S Ringbahn,231,17.16,549000,6931,593307,7486,1.8
N006537,2025-11-11,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,2_room,2,36.4,3,4,B,2026,250,ready_within_6m,70_30,True,True,True,Rathaus Reinickendorf,U8,88,14.79,271000,7428,292144,8022,3.1
N006538,2024-08-11,NC0090,Pavillon Kladow,Diamona & Harnisch,Kladow,Spandau,52.44679,13.13695,2_room,2,60.1,3,8,A,2026,120,under_construction,tranches_quarterly,True,False,True,Konstanzer Straße,U7,159,18.04,477000,7933,514854,8568,3.5
N006539,2024-03-02,NC0115,Living Mariendorf,Berlinovo,Mariendorf,Tempelhof-Schöneberg,52.44131,13.39152,3_room,3,86.7,3,5,B,2024,250,ready_within_6m,tranches_quarterly,True,True,False,Botanischer Garten,S1,70,8.39,596000,6875,643821,7425,3.85
N006540,2023-09-04,NC0163,Suites Gesundbrunnen,Adler Group,Gesundbrunnen,Mitte,52.54875,13.37473,1_room,1,44.3,3,6,B,2026,500,under_construction,70_30,True,True,True,Nollendorfplatz,U1,72,3.61,294000,6627,317076,7158,4.1
N006541,2024-01-19,NC0108,Domizil Marienfelde,Vonovia,Marienfelde,Tempelhof-Schöneberg,52.41185,13.36136,2_room,2,78.6,4,5,A_plus,2028,20,under_construction,full_at_handover,True,True,False,Schlesisches Tor,U1,142,11.67,474000,6026,511742,6508,3.85
N006542,2021-12-13,NC0125,Hofgarten Rummelsburg,Investa Real Estate,Rummelsburg,Lichtenberg,52.50485,13.49207,2_room,2,66.5,0,5,A,2025,500,completed,70_30,True,True,False,Schöneberg S,S Ringbahn,121,7.84,410000,6162,442619,6655,1.1
N006543,2023-04-13,NC0101,Quartier Borsigwalde,Becken,Borsigwalde,Reinickendorf,52.58451,13.28308,3_room,3,106.5,2,4,A,2028,250,under_construction,70_30,False,False,True,Franz-Neumann-Platz,U8,72,9.92,655000,6152,707733,6644,3.85
N006544,2025-11-02,NC0006,Park Marienfelde,Project Immobilien,Marienfelde,Tempelhof-Schöneberg,52.41737,13.36105,4_room,4,131.1,4,5,A,2027,250,under_construction,off_plan_30_70,True,True,True,Hausvogteiplatz,U2,129,11.06,936000,7138,1010669,7709,3.1
N006545,2022-01-23,NC0173,Quartier Hellersdorf,Trockland,Hellersdorf,Marzahn-Hellersdorf,52.54002,13.60707,3_room,3,78.8,7,8,B,2028,120,under_construction,off_plan_30_70,True,True,True,Potsdamer Platz,U2,195,15.74,278000,3523,299869,3805,1.8
N006546,2022-11-19,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,4_room,4,130.5,5,8,A,2026,500,under_construction,tranches_quarterly,True,True,False,Konstanzer Straße,U7,20,4.96,1367000,10470,1476264,11308,3.4
N006547,2026-02-11,NC0090,Pavillon Kladow,Diamona & Harnisch,Kladow,Spandau,52.44679,13.13695,4_room,4,124.6,6,6,A_plus,2026,120,under_construction,tranches_quarterly,True,True,True,Nikolassee,S1,53,18.04,870000,6981,939525,7540,3.1
N006548,2023-01-11,NC0026,Hofgarten Schöneberg,Adler Group,Schöneberg,Tempelhof-Schöneberg,52.47404,13.3455,5_room_plus,5,247.6,4,4,A_plus,2027,500,under_construction,tranches_quarterly,True,True,False,Innsbrucker Platz,S Ringbahn,10,5.18,1910000,7715,2063213,8332,3.85
N006549,2023-03-29,NC0112,Domizil Heiligensee,Gewobag,Heiligensee,Reinickendorf,52.61741,13.23483,3_room,3,72.8,2,8,A,2026,120,ready_within_6m,tranches_quarterly,True,True,True,Zoologischer Garten S,Stadtbahn,171,14.82,499000,6848,538673,7395,3.85
N006550,2022-05-17,NC0108,Domizil Marienfelde,Vonovia,Marienfelde,Tempelhof-Schöneberg,52.41185,13.36136,2_room,2,54.7,1,12,A_plus,2028,20,under_construction,tranches_quarterly,True,True,True,Uhlandstraße,U1,131,11.67,405000,7405,437050,7997,1.8
N006551,2022-08-12,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,4_room,4,90.3,4,5,B,2027,50,under_construction,full_at_handover,True,True,False,Rathaus Reinickendorf,U8,36,10.13,483000,5349,521460,5777,3.4
N006552,2025-11-14,NC0111,Park Halensee,Berlinovo,Halensee,Charlottenburg-Wilmersdorf,52.49528,13.29473,3_room,3,73.6,5,5,A,2027,120,under_construction,off_plan_30_70,True,True,True,Savignyplatz,Stadtbahn,29,6.08,927000,12592,1000756,13600,3.1
N006553,2022-11-30,NC0116,Heimat Frohnau,Adler Group,Frohnau,Reinickendorf,52.63763,13.28808,2_room,2,67.9,4,5,B,2026,250,under_construction,off_plan_30_70,True,True,False,Gesundbrunnen U,U8,151,14.79,409000,6024,441793,6506,3.4
N006554,2022-09-30,NC0047,Residenz Neukölln,ZIEGERT EverEstate,Neukölln (Ort),Neukölln,52.47578,13.44817,3_room,3,115.6,0,4,A_plus,2026,120,under_construction,70_30,True,True,True,Karl-Marx-Straße,U7,9,6.56,1067000,9231,1152169,9969,3.4
N006555,2023-02-11,NC0121,Residenz Pankow,Bauwert,Pankow (Ort),Pankow,52.58051,13.40476,2_room,2,55.3,2,6,A_plus,2028,50,completed,off_plan_30_70,True,True,True,Paracelsus-Bad,U8,50,7.37,446000,8069,481848,8715,3.85
N006556,2022-09-12,NC0177,Residenz Friedrichshain,Gewobag,Friedrichshain,Friedrichshain-Kreuzberg,52.51969,13.44542,4_room,4,139.4,3,6,A_plus,2026,250,under_construction,70_30,True,True,False,Hackescher Markt,Stadtbahn,38,4.6,1587000,11387,1714197,12297,3.4
N006557,2021-08-01,NC0179,Heimat Borsigwalde,Vonovia,Borsigwalde,Reinickendorf,52.59623,13.30575,2_room,2,66.0,12,12,B,2027,50,ready_within_6m,tranches_quarterly,True,True,False,Paracelsus-Bad,U8,54,10.13,343000,5202,370810,5619,1.1
N006558,2021-04-25,NC0125,Hofgarten Rummelsburg,Investa Real Estate,Rummelsburg,Lichtenberg,52.50485,13.49207,4_room,4,137.8,2,4,A,2025,500,ready_within_6m,tranches_quarterly,True,True,False,Warschauer Straße,U1,39,7.84,773000,5613,835080,6062,1.1
N006559,2023-03-07,NC0011,Höfe Plänterwald,Berlinovo,Plänterwald,Treptow-Köpenick,52.47507,13.48331,1_room,1,35.5,1,12,B,2026,250,ready_within_6m,full_at_handover,True,True,False,Rathaus Neukölln,U7,36,8.49,230000,6478,248168,6996,3.85
N006560,2023-03-25,NC0113,Living Halensee,Gewobag,Halensee,Charlottenburg-Wilmersdorf,52.50405,13.30724,3_room,3,68.3,3,4,A,2026,500,under_construction,full_at_handover,True,True,True,Adenauerplatz,U7,9,4.96,717000,10506,774491,11346,3.85
N006561,2022-12-13,NC0018,Höfe Britz,Becken,Britz,Neukölln,52.44694,13.44204,1_room,1,20.0,4,5,B,2027,20,ready_within_6m,70_30,True,True,False,Blaschkoallee,U7,10,8.86,102000,5098,110224,5506,3.4
N006562,2026-01-11,NC0034,Platz Wilmersdorf,GHL Berlin,Wilmersdorf,Charlottenburg-Wilmersdorf,52.49335,13.32526,3_room,3,94.9,0,5,A_plus,2027,250,ready_within_6m,tranches_quarterly,True,True,False,Heidelberger Platz,S Ringbahn,20,4.37,1058000,11155,1142890,12047,3.1
N006563,2024-02-17,NC0045,Gärten Wartenberg,Gewobag,Wartenberg,Lichtenberg,52.58365,13.49314,3_room,3,74.7,4,6,A_plus,2026,50,under_construction,70_30,True,True,True,Hermannstraße S,S Ringbahn,163,10.82,431000,5764,465139,6225,3.85
N006564,2024-03-04,NC0197,Hofgarten Alt-Treptow,Project Immobilien,Alt-Treptow,Treptow-Köpenick,52.4947,13.44106,1_room,1,29.8,3,5,A,2028,20,under_construction,full_at_handover,True,True,False,Märkisches Museum,U2,37,4.91,229000,7670,246830,8283,3.85
N006565,2025-06-10,NC0001,Pavillon Moabit,STADT UND LAND,Moabit,Mitte,52.53672,13.34552,4_room,4,86.8,3,4,A,2028,120,under_construction,tranches_quarterly,True,True,False,Westhafen,S Ringbahn,6,3.15,953000,10980,1029602,11858,3.3
N006566,2025-03-15,NC0061,Lofts Pankow,Deutsche Wohnen,Pankow (Ort),Pankow,52.56998,13.39202,1_room,1,36.9,4,6,A,2025,50,ready_within_6m,70_30,True,True,True,Pankow U2,U2,12,6.05,305000,8251,328889,8911,3.3
N006567,2024-05-16,NC0129,Towers Lichtenberg,Bonava,Lichtenberg (Ort),Lichtenberg,52.51995,13.4866,3_room,3,88.2,4,5,B,2025,20,completed,tranches_quarterly,True,True,False,Frankfurter Allee,S Ringbahn,12,7.38,538000,6094,580551,6582,3.85
N006568,2025-08-16,NC0043,Wohnen Reinickendorf,STADT UND LAND,Reinickendorf (Ort),Reinickendorf,52.56902,13.33333,2_room,2,65.3,6,8,A,2025,50,under_construction,full_at_handover,True,False,True,Jakob-Kaiser-Platz,U7,55,6.59,385000,5893,415844,6364,3.1
N006569,2023-02-04,NC0119,Hofgarten Kaulsdorf,Stofanel,Kaulsdorf,Marzahn-Hellersdorf,52.50598,13.59262,2_room,2,46.0,1,4,A_plus,2028,500,under_construction,70_30,True,True,False,Hallesches Tor,U1,164,14.59,203000,4411,219095,4764,3.85
N006570,2022-03-21,NC0043,Wohnen Reinickendorf,STADT UND LAND,Reinickendorf (Ort),Reinickendorf,52.56902,13.33333,3_room,3,103.1,5,8,A,2025,50,under_construction,tranches_quarterly,True,True,True,Residenzstraße,U8,17,6.59,701000,6796,756916,7340,1.8
