id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,year_built,building_era,energy_class,position,condition,has_lift,has_balcony,has_cellar,has_parking,transit_station,transit_line,transit_distance_min,transit_distance_type,to_brandenburg_gate_km,price_eur,price_per_m2_eur,price_usd,price_per_m2_usd,mortgage_rate_at_listing
S028591,2021-07-13,Haselhorst,Spandau,low,52.53321,13.21416,1_room,1,32.8,4,4,2008,modern_1990_2010,F,vorderhaus,modernisiert,True,True,True,True,Rathaus Neukölln,U7,70,tram_bus,11.22,88000,2675,94805,2889,1.1
S028592,2026-03-11,Hohenschönhausen,Lichtenberg,low,52.56239,13.51785,2_room,2,60.9,3,4,1992,modern_1990_2010,A,vorderhaus,modernisiert,False,False,True,True,Schlesisches Tor,U1,38,tram_bus,10.78,167000,2734,179863,2953,3.1
S028593,2024-07-10,Grunewald,Charlottenburg-Wilmersdorf,high,52.49184,13.24475,1_room,1,40.5,6,6,1886,altbau_pre_1949,F,seitenflügel,kernsaniert,False,False,False,True,Fehrbelliner Platz,U7,20,tram_bus,9.4,288000,7110,310753,7679,3.5
S028594,2025-12-22,Marienfelde,Tempelhof-Schöneberg,low,52.41501,13.37647,2_room,2,62.2,5,6,1931,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,False,False,True,Schlesisches Tor,U1,46,tram_bus,11.26,164000,2640,177366,2852,3.1
S028595,2023-09-12,Mariendorf,Tempelhof-Schöneberg,medium,52.43724,13.39706,2_room,2,60.0,0,3,1947,altbau_pre_1949,H,vorderhaus,saniert,False,False,True,False,Rosa-Luxemburg-Platz,U2,43,tram_bus,8.89,153000,2559,165750,2764,4.1
S028596,2021-11-11,Biesdorf,Marzahn-Hellersdorf,low,52.50779,13.55609,3_room,3,79.8,0,4,2006,modern_1990_2010,D,hinterhaus,saniert,True,False,True,False,Kottbusser Tor U8,U8,39,tram_bus,12.11,206000,2577,222013,2784,1.1
S028597,2022-06-02,Biesdorf,Marzahn-Hellersdorf,low,52.50133,13.54627,5_room_plus,5,82.8,4,5,1920,altbau_pre_1949,D,hinterhaus,kernsaniert,False,True,False,False,Möckernbrücke,U1,54,tram_bus,11.53,224000,2703,241612,2919,1.8
S028598,2024-05-08,Mariendorf,Tempelhof-Schöneberg,medium,52.43834,13.38565,4_room,4,131.9,2,6,1960,post_war_1949_1990,F,vorderhaus,modernisiert,True,True,True,False,Bayerischer Platz,U7,32,tram_bus,8.69,422000,3200,455804,3456,3.85
S028599,2024-11-21,Müggelheim,Treptow-Köpenick,low,52.41639,13.68456,2_room,2,76.0,4,6,1962,post_war_1949_1990,G,seitenflügel,kernsaniert,False,True,True,False,Uhlandstraße,U1,111,tram_bus,23.57,165000,2175,178449,2349,3.5
S028600,2021-05-12,Blankenburg,Pankow,low,52.59303,13.44534,3_room,3,89.0,0,4,2012,new_post_2010,A_plus,hinterhaus,modernisiert,True,False,True,False,Gleisdreieck,U1,56,tram_bus,9.68,333000,3747,359933,4046,1.1
S028601,2023-07-18,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47795,13.28361,2_room,2,71.0,3,5,1938,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,True,True,True,Mexikoplatz,S1,25,tram_bus,7.67,326000,4589,351814,4956,4.1
S028602,2022-09-14,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.50706,13.29709,5_room_plus,5,207.8,1,5,1978,post_war_1949_1990,G,hinterhaus,renoviert,False,True,False,False,Adenauerplatz,U7,11,tram_bus,5.55,785000,3777,847561,4079,3.4
S028603,2022-08-18,Staaken,Spandau,low,52.53177,13.12555,1_room,1,42.3,1,5,1919,altbau_pre_1949,D,vorderhaus,kernsaniert,False,True,True,True,Alexanderplatz S,Stadtbahn,81,tram_bus,17.15,155000,3658,166974,3950,3.4
S028604,2026-01-23,Gatow,Spandau,medium,52.47527,13.18107,1_room,1,45.4,2,5,2007,modern_1990_2010,C,seitenflügel,modernisiert,True,True,True,False,Rosa-Luxemburg-Platz,U2,73,tram_bus,14.07,122000,2700,132239,2916,3.1
S028605,2024-05-30,Tiergarten,Mitte,high,52.52148,13.35684,2_room,2,51.6,10,12,1899,altbau_pre_1949,G,vorderhaus,kernsaniert,False,True,True,True,Tiergarten S,Stadtbahn,2,walk,1.52,468000,9080,505660,9806,3.85
S028606,2022-12-16,Wedding,Mitte,medium,52.5413,13.35761,4_room,4,131.3,8,12,1945,altbau_pre_1949,G,hinterhaus,renoviert,False,False,True,True,Mendelssohn-Bartholdy,U2,27,tram_bus,3.09,559000,4261,604071,4602,3.4
S028607,2025-12-08,Borsigwalde,Reinickendorf,low,52.59386,13.28239,2_room,2,36.1,0,3,1969,post_war_1949_1990,C,vorderhaus,modernisiert,False,True,True,False,Lindauer Allee,U8,20,tram_bus,10.77,101000,2795,108978,3018,3.1
S028608,2021-06-09,Niederschönhausen,Pankow,medium,52.58377,13.41609,2_room,2,57.3,4,4,1952,post_war_1949_1990,F,vorderhaus,kernsaniert,True,True,True,False,Gesundbrunnen S,S Ringbahn,18,tram_bus,7.94,268000,4688,289917,5063,1.1
S028609,2025-04-18,Siemensstadt,Spandau,low,52.52708,13.23388,3_room,3,87.5,0,5,1946,altbau_pre_1949,F,vorderhaus,kernsaniert,True,False,True,False,Paracelsus-Bad,U8,33,tram_bus,9.8,306000,3496,330572,3776,3.3
S028610,2023-11-23,Rudow,Neukölln,low,52.41857,13.48886,4_room,4,148.3,1,5,1923,altbau_pre_1949,B,seitenflügel,renoviert,True,True,True,False,Anhalter Bahnhof,S1,52,tram_bus,13.22,510000,3443,551328,3718,4.1
S028611,2025-04-30,Blankenburg,Pankow,low,52.60451,13.45708,1_room,1,29.8,2,5,1948,altbau_pre_1949,E,hinterhaus,saniert,True,True,True,False,Prinzenstraße,U1,48,tram_bus,11.18,98000,3294,106001,3558,3.3
S028612,2026-03-17,Kaulsdorf,Marzahn-Hellersdorf,low,52.51418,13.5859,2_room,2,39.5,1,3,2020,new_post_2010,B,gartenhaus,kernsaniert,True,True,True,True,Warschauer Straße S,Stadtbahn,44,tram_bus,14.09,173000,4390,187325,4742,3.1
S028613,2026-01-27,Wartenberg,Lichtenberg,low,52.58827,13.50193,2_room,2,63.0,4,5,1920,altbau_pre_1949,F,seitenflügel,kernsaniert,False,False,True,False,Schlesisches Tor,U1,48,tram_bus,11.6,128000,2027,137956,2189,3.1
S028614,2022-10-13,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52018,13.2935,2_room,2,46.5,0,6,1953,post_war_1949_1990,F,hinterhaus,renovierungsbedürftig,False,True,True,False,Möckernbrücke,U1,33,tram_bus,5.71,106000,2275,114177,2457,3.4
S028615,2024-09-18,Prenzlauer Berg,Pankow,high,52.53987,13.43695,2_room,2,51.7,3,4,1967,post_war_1949_1990,E,hinterhaus,modernisiert,False,True,True,False,Osloer Straße,U8,18,tram_bus,4.79,241000,4659,259975,5032,3.5
S028616,2022-10-13,Malchow,Lichtenberg,low,52.58188,13.48335,1_room,1,31.1,5,6,1962,post_war_1949_1990,C,gartenhaus,saniert,True,False,True,False,Eisenacher Straße,U7,61,tram_bus,10.21,98000,3158,106135,3411,3.4
S028617,2022-06-22,Köpenick (Ort),Treptow-Köpenick,medium,52.43843,13.5862,1_room,1,49.5,4,8,2015,new_post_2010,A,gartenhaus,renovierungsbedürftig,True,False,True,True,Storkower Straße,S Ringbahn,48,tram_bus,16.56,169000,3411,182259,3684,1.8
S028618,2022-04-22,Moabit,Mitte,medium,52.52144,13.33778,1_room,1,30.9,4,5,1923,altbau_pre_1949,F,gartenhaus,modernisiert,False,True,True,False,Pankstraße,U8,19,tram_bus,2.76,187000,6052,201681,6536,1.8
S028619,2023-11-04,Karlshorst,Lichtenberg,medium,52.46792,13.53192,2_room,2,51.6,5,6,1999,modern_1990_2010,B,gartenhaus,kernsaniert,True,False,False,False,Savignyplatz,Stadtbahn,65,tram_bus,11.75,213000,4128,229911,4459,4.1
S028620,2023-04-30,Nikolassee,Steglitz-Zehlendorf,high,52.42804,13.21141,4_room,4,99.1,1,5,1954,post_war_1949_1990,C,vorderhaus,renovierungsbedürftig,False,False,True,True,Nikolassee,S1,3,walk,14.94,464000,4678,500768,5052,3.85
S028621,2020-09-25,Lichtenberg (Ort),Lichtenberg,medium,52.5342,13.51183,4_room,4,92.4,1,5,1953,post_war_1949_1990,D,seitenflügel,renovierungsbedürftig,True,True,True,True,Berliner Straße,U7,55,tram_bus,9.29,197000,2134,213016,2304,1.1
S028622,2024-11-24,Dahlem,Steglitz-Zehlendorf,high,52.44708,13.29414,3_room,3,86.0,0,5,1907,altbau_pre_1949,G,hinterhaus,modernisiert,True,True,False,False,Potsdamer Platz,U2,37,tram_bus,9.55,494000,5753,534026,6213,3.5
S028623,2024-07-05,Buckow,Neukölln,low,52.43315,13.43591,2_room,2,57.9,2,5,1946,altbau_pre_1949,E,vorderhaus,modernisiert,False,False,False,False,Märkisches Museum,U2,41,tram_bus,10.05,172000,2975,185997,3213,3.5
S028624,2020-08-25,Grunewald,Charlottenburg-Wilmersdorf,high,52.48508,13.25871,2_room,2,55.6,2,4,1901,altbau_pre_1949,D,hinterhaus,modernisiert,False,True,True,False,Tempelhof S,S Ringbahn,41,tram_bus,8.77,375000,6734,404634,7273,1.1
S028625,2023-10-06,Spandau (Ort),Spandau,low,52.53377,13.1993,3_room,3,96.2,5,5,1966,post_war_1949_1990,F,seitenflügel,kernsaniert,True,True,True,False,Altstadt Spandau,U7,6,walk,12.22,262000,2728,283322,2946,4.1
S028626,2021-03-17,Hermsdorf,Reinickendorf,medium,52.61702,13.30149,1_room,1,28.2,5,6,1956,post_war_1949_1990,D,hinterhaus,modernisiert,True,False,True,True,Gesundbrunnen S,S Ringbahn,45,tram_bus,12.33,89000,3168,96553,3422,1.1
S028627,2024-08-31,Nikolassee,Steglitz-Zehlendorf,high,52.43142,13.18814,3_room,3,92.0,4,5,1987,post_war_1949_1990,E,vorderhaus,kernsaniert,True,False,True,True,Nikolassee,S1,2,walk,15.94,543000,5902,586469,6374,3.5
S028628,2020-11-01,Wannsee,Steglitz-Zehlendorf,high,52.4099,13.18433,3_room,3,85.2,2,8,1926,altbau_pre_1949,G,vorderhaus,saniert,True,True,True,False,Wannsee,S1,2,walk,17.65,450000,5280,485944,5702,1.1
S028629,2024-08-04,Rudow,Neukölln,low,52.42159,13.49083,1_room,1,32.8,1,5,1954,post_war_1949_1990,F,seitenflügel,renoviert,True,False,True,False,Zwickauer Damm,U7,6,walk,13.02,83000,2538,89821,2741,3.5
S028630,2023-07-21,Treptow,Treptow-Köpenick,medium,52.48403,13.46132,1_room,1,26.9,0,5,2011,new_post_2010,A,vorderhaus,kernsaniert,True,True,False,True,Adenauerplatz,U7,47,tram_bus,6.7,171000,6354,184681,6862,4.1
S028631,2023-09-20,Siemensstadt,Spandau,low,52.53885,13.24066,1_room,1,44.2,4,5,1899,altbau_pre_1949,E,hinterhaus,kernsaniert,True,False,True,False,Siemensdamm,U7,12,walk,9.6,173000,3921,187143,4235,4.1
S028632,2025-11-20,Steglitz,Steglitz-Zehlendorf,medium,52.46192,13.32461,3_room,3,65.5,3,8,1973,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,True,Olympia-Stadion,U2,45,tram_bus,7.03,381000,5819,411574,6284,3.1
S028633,2021-09-26,Gropiusstadt,Neukölln,low,52.42779,13.47489,2_room,2,61.7,3,4,2006,modern_1990_2010,E,seitenflügel,saniert,True,True,True,False,Nollendorfplatz,U1,53,tram_bus,11.84,151000,2449,163257,2645,1.1
S028634,2024-01-22,Alt-Treptow,Treptow-Köpenick,medium,52.49447,13.46903,2_room,2,56.5,4,4,1883,altbau_pre_1949,E,vorderhaus,modernisiert,False,False,False,False,Hermannplatz U8,U8,12,tram_bus,6.64,221000,3903,238300,4215,3.85
S028635,2023-04-23,Wannsee,Steglitz-Zehlendorf,high,52.4249,13.15171,1_room,1,40.6,2,4,1960,post_war_1949_1990,G,hinterhaus,modernisiert,False,True,True,False,Mexikoplatz,S1,28,tram_bus,18.37,134000,3294,144455,3557,3.85
S028636,2022-05-25,Mitte (Ort),Mitte,high,52.52336,13.40815,2_room,2,70.5,2,4,1881,altbau_pre_1949,F,vorderhaus,renoviert,False,False,False,False,Friedrichstraße,Stadtbahn,13,tram_bus,2.2,535000,7590,577747,8197,1.8
S028637,2025-04-09,Plänterwald,Treptow-Köpenick,medium,52.48024,13.47642,4_room,4,99.6,1,3,1953,post_war_1949_1990,F,vorderhaus,saniert,False,False,True,False,Hermannplatz,U7,20,tram_bus,7.79,372000,3739,402286,4038,3.3
S028638,2023-12-04,Borsigwalde,Reinickendorf,low,52.5942,13.29939,2_room,2,80.1,1,4,1882,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,False,False,True,True,Gleisdreieck,U1,52,tram_bus,10.15,213000,2657,229980,2870,4.1
S028639,2022-06-07,Moabit,Mitte,medium,52.52373,13.34317,3_room,3,64.8,2,5,1994,modern_1990_2010,B,vorderhaus,modernisiert,True,True,True,False,Beusselstraße,S Ringbahn,12,walk,2.48,485000,7486,523590,8085,1.8
S028640,2025-08-04,Rummelsburg,Lichtenberg,medium,52.50213,13.4852,2_room,2,56.5,6,8,1949,post_war_1949_1990,D,vorderhaus,saniert,False,False,True,False,Kottbusser Tor,U1,22,tram_bus,7.44,210000,3719,227012,4017,3.1
S028641,2022-07-04,Treptow,Treptow-Köpenick,medium,52.49686,13.4651,3_room,3,109.7,6,6,1904,altbau_pre_1949,H,vorderhaus,kernsaniert,False,True,False,False,Hermannplatz,U7,19,tram_bus,6.3,394000,3589,425126,3876,3.4
S028642,2022-09-12,Neukölln (Ort),Neukölln,medium,52.4789,13.42693,2_room,2,78.4,1,5,1949,post_war_1949_1990,D,gartenhaus,renovierungsbedürftig,False,True,True,True,Görlitzer Bahnhof,U1,15,tram_bus,5.33,252000,3213,272036,3470,3.4
S028643,2022-01-10,Tiergarten,Mitte,high,52.50889,13.35076,2_room,2,87.5,0,4,1966,post_war_1949_1990,E,hinterhaus,kernsaniert,True,True,True,False,Zoologischer Garten,U2,10,tram_bus,2.0,590000,6746,637579,7285,1.8
S028644,2021-09-21,Friedenau,Tempelhof-Schöneberg,high,52.47576,13.32844,4_room,4,124.7,0,5,1986,post_war_1949_1990,D,vorderhaus,kernsaniert,False,True,True,False,Friedenau S,S1,3,walk,5.61,750000,6015,809912,6496,1.1
S028645,2022-05-21,Pankow (Ort),Pankow,medium,52.56439,13.41806,1_room,1,33.6,2,3,1996,modern_1990_2010,C,vorderhaus,renovierungsbedürftig,True,True,True,True,Pankow U2,U2,4,walk,6.0,179000,5316,192829,5741,1.8
S028646,2020-12-06,Wedding,Mitte,medium,52.5577,13.3523,2_room,2,57.6,4,5,1981,post_war_1949_1990,C,seitenflügel,saniert,True,True,True,False,Südkreuz,S Ringbahn,40,tram_bus,4.91,264000,4583,285205,4950,1.1
S028647,2023-07-05,Mahlsdorf,Marzahn-Hellersdorf,low,52.508,13.63083,2_room,2,62.8,6,8,2014,new_post_2010,A,hinterhaus,modernisiert,True,True,True,False,Boddinstraße,U8,58,tram_bus,17.15,186000,2955,200560,3192,4.1
S028648,2025-11-01,Tegel,Reinickendorf,medium,52.57207,13.26414,3_room,3,64.2,5,6,1965,post_war_1949_1990,D,hinterhaus,saniert,False,True,False,False,Paracelsus-Bad,U8,23,tram_bus,9.87,169000,2636,182864,2847,3.1
S028649,2022-10-22,Friedrichshagen,Treptow-Köpenick,medium,52.44972,13.62838,2_room,2,78.7,1,3,2016,new_post_2010,A_plus,seitenflügel,modernisiert,True,True,True,False,Wittenau U,U8,107,tram_bus,18.52,422000,5353,455310,5782,3.4
S028650,2022-10-23,Hohenschönhausen,Lichtenberg,low,52.57044,13.49415,2_room,2,63.3,4,5,1950,post_war_1949_1990,C,vorderhaus,kernsaniert,False,True,False,True,Pankstraße,U8,36,tram_bus,9.91,184000,2903,198326,3135,3.4
S028651,2022-07-26,Biesdorf,Marzahn-Hellersdorf,low,52.50504,13.54046,2_room,2,64.4,2,6,1978,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,True,True,True,True,Mehringdamm,U7,50,tram_bus,11.09,109000,1692,117671,1828,3.4
S028652,2025-09-15,Reinickendorf (Ort),Reinickendorf,low,52.57742,13.32501,5_room_plus,5,223.7,3,5,1954,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,False,True,False,Bernauer Straße,U8,30,tram_bus,7.67,463000,2068,499674,2234,3.1
S028653,2024-01-22,Kaulsdorf,Marzahn-Hellersdorf,low,52.51621,13.57822,2_room,2,67.8,2,6,1967,post_war_1949_1990,G,vorderhaus,kernsaniert,False,True,True,False,Wutzkyallee,U7,56,tram_bus,13.57,149000,2194,160538,2369,3.85
S028654,2023-07-17,Friedrichshagen,Treptow-Köpenick,medium,52.45793,13.62597,1_room,1,48.1,2,6,1971,post_war_1949_1990,C,vorderhaus,renoviert,False,True,True,True,Parchimer Allee,U7,55,tram_bus,18.02,172000,3585,186090,3872,4.1
S028655,2023-11-29,Gatow,Spandau,medium,52.47709,13.1757,1_room,1,36.4,0,6,1950,post_war_1949_1990,F,vorderhaus,modernisiert,True,False,True,False,Blaschkoallee,U7,76,tram_bus,14.35,76000,2083,81977,2250,4.1
S028656,2022-07-03,Kaulsdorf,Marzahn-Hellersdorf,low,52.49976,13.58424,2_room,2,49.9,1,3,1951,post_war_1949_1990,E,vorderhaus,saniert,False,False,True,False,Frankfurter Allee,S Ringbahn,34,tram_bus,14.1,121000,2418,130349,2612,3.4
S028657,2025-01-08,Falkenberg,Lichtenberg,low,52.58153,13.54957,4_room,4,116.9,4,5,2010,new_post_2010,B,hinterhaus,modernisiert,True,True,False,False,Rosenthaler Platz,U8,51,tram_bus,13.7,366000,3131,395229,3382,3.3
S028658,2020-03-05,Nikolassee,Steglitz-Zehlendorf,high,52.43691,13.17879,4_room,4,95.1,0,5,1977,post_war_1949_1990,D,gartenhaus,modernisiert,True,False,True,False,Nikolassee,S1,4,walk,16.11,388000,4082,419117,4409,1.1
S028659,2025-01-02,Karow,Pankow,low,52.62928,13.43887,2_room,2,36.1,2,5,1976,post_war_1949_1990,D,vorderhaus,renovierungsbedürftig,True,True,True,True,Paracelsus-Bad,U8,42,tram_bus,13.23,86000,2372,92491,2562,3.3
S028660,2025-01-06,Friedrichshagen,Treptow-Köpenick,medium,52.4564,13.62343,2_room,2,85.2,2,6,1930,altbau_pre_1949,H,vorderhaus,kernsaniert,False,False,True,False,Botanischer Garten,S1,95,tram_bus,17.92,346000,4064,374039,4389,3.3
S028661,2026-03-04,Steglitz,Steglitz-Zehlendorf,medium,52.45462,13.32494,3_room,3,45.2,5,5,1895,altbau_pre_1949,G,gartenhaus,renoviert,False,True,True,True,Schöneberg S,S Ringbahn,14,tram_bus,7.73,225000,4989,243307,5388,3.1
S028662,2020-10-06,Kreuzberg,Friedrichshain-Kreuzberg,high,52.5089,13.38586,1_room,1,37.3,2,3,1952,post_war_1949_1990,E,gartenhaus,renoviert,False,False,True,False,Kleistpark,U7,15,tram_bus,0.99,155000,4162,167859,4495,1.1
S028663,2023-09-14,Köpenick (Ort),Treptow-Köpenick,medium,52.45043,13.56373,2_room,2,49.7,1,5,1974,post_war_1949_1990,D,vorderhaus,modernisiert,True,False,True,False,Prinzenstraße,U1,56,tram_bus,14.57,163000,3280,175911,3542,4.1
S028664,2021-04-09,Mahlsdorf,Marzahn-Hellersdorf,low,52.50168,13.61048,1_room,1,31.8,3,4,1987,post_war_1949_1990,D,vorderhaus,kernsaniert,False,True,True,False,Alexanderplatz,U2,63,tram_bus,15.84,59000,1845,63288,1992,1.1
S028665,2025-03-12,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.53171,13.30282,1_room,1,27.9,2,6,1991,modern_1990_2010,C,seitenflügel,renoviert,True,False,True,False,Potsdamer Platz,U2,30,tram_bus,5.35,135000,4837,145596,5224,3.3
S028666,2021-09-17,Müggelheim,Treptow-Köpenick,low,52.41102,13.6643,3_room,3,94.3,3,6,1995,modern_1990_2010,D,gartenhaus,renovierungsbedürftig,True,False,True,False,Nollendorfplatz,U1,102,tram_bus,22.67,201000,2131,216946,2302,1.1
S028667,2025-02-08,Friedrichshagen,Treptow-Köpenick,medium,52.45913,13.64014,1_room,1,43.0,4,5,1908,altbau_pre_1949,G,vorderhaus,renovierungsbedürftig,False,False,True,True,Eisenacher Straße,U7,81,tram_bus,18.87,89000,2070,96197,2235,3.3
S028668,2026-03-06,Westend,Charlottenburg-Wilmersdorf,high,52.51673,13.26508,5_room_plus,5,131.1,2,4,1900,altbau_pre_1949,E,vorderhaus,modernisiert,False,True,True,False,Olympia-Stadion,U2,11,tram_bus,7.62,837000,6383,904082,6894,3.1
S028669,2025-08-27,Lankwitz,Steglitz-Zehlendorf,medium,52.4324,13.33748,1_room,1,28.6,2,5,1960,post_war_1949_1990,D,hinterhaus,modernisiert,True,True,False,True,Mierendorffplatz,U7,47,tram_bus,9.72,85000,2975,91762,3213,3.1
S028670,2020-01-01,Hohenschönhausen,Lichtenberg,low,52.5655,13.51008,5_room_plus,5,161.8,2,5,1966,post_war_1949_1990,G,vorderhaus,kernsaniert,True,True,True,False,Landsberger Allee,S Ringbahn,23,tram_bus,10.49,338000,2089,364942,2256,1.1
S028671,2025-06-03,Prenzlauer Berg,Pankow,high,52.53595,13.42111,2_room,2,55.0,1,5,2023,new_post_2010,A,vorderhaus,renoviert,True,True,True,True,Klosterstraße,U2,15,tram_bus,3.66,531000,9656,573119,10428,3.3
S028672,2024-03-30,Treptow,Treptow-Köpenick,medium,52.48665,13.44876,3_room,3,84.9,5,5,1986,post_war_1949_1990,E,hinterhaus,renovierungsbedürftig,False,True,True,False,Storkower Straße,S Ringbahn,19,tram_bus,5.83,184000,2168,198681,2341,3.85
S028673,2024-03-16,Falkenhagener Feld,Spandau,low,52.54825,13.17538,3_room,3,75.0,1,4,1895,altbau_pre_1949,G,vorderhaus,modernisiert,False,True,False,False,Altstadt Spandau,U7,14,tram_bus,14.14,155000,2074,167936,2240,3.85
S028674,2026-04-29,Waidmannslust,Reinickendorf,low,52.60295,13.34533,2_room,2,53.7,3,5,1969,post_war_1949_1990,G,vorderhaus,renoviert,False,False,True,False,Wittenau U,U8,7,tram_bus,9.88,135000,2515,145770,2716,3.1
S028675,2023-06-13,Mariendorf,Tempelhof-Schöneberg,medium,52.44192,13.39044,2_room,2,63.7,2,3,1997,modern_1990_2010,C,vorderhaus,renoviert,True,False,True,False,Boddinstraße,U8,25,tram_bus,8.32,284000,4456,306787,4813,3.85
S028676,2025-03-04,Schmöckwitz,Treptow-Köpenick,medium,52.36554,13.63562,3_room,3,73.5,2,4,1976,post_war_1949_1990,F,vorderhaus,modernisiert,True,True,True,True,Schönleinstraße,U8,85,tram_bus,24.22,215000,2927,232154,3161,3.3
S028677,2021-01-28,Haselhorst,Spandau,low,52.54341,13.22623,2_room,2,54.7,3,5,1960,post_war_1949_1990,E,seitenflügel,renovierungsbedürftig,False,False,True,True,Olympia-Stadion,U2,18,tram_bus,10.68,113000,2066,122157,2232,1.1
S028678,2020-02-02,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.4703,13.31466,4_room,4,105.9,2,8,1907,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,True,False,Berliner Straße,U7,20,tram_bus,6.66,484000,4570,522823,4936,1.1
S028679,2026-01-14,Malchow,Lichtenberg,low,52.57946,13.47407,3_room,3,91.1,3,3,1955,post_war_1949_1990,F,vorderhaus,kernsaniert,False,True,True,False,Storkower Straße,S Ringbahn,27,tram_bus,9.58,195000,2138,210289,2309,3.1
S028680,2020-08-07,Dahlem,Steglitz-Zehlendorf,high,52.45772,13.25972,2_room,2,55.6,0,6,2017,new_post_2010,A,seitenflügel,saniert,True,True,True,True,Senefelderplatz,U2,60,tram_bus,10.31,389000,6990,419740,7549,1.1
S028681,2021-03-20,Lankwitz,Steglitz-Zehlendorf,medium,52.43576,13.34641,3_room,3,94.4,0,6,1934,altbau_pre_1949,G,seitenflügel,kernsaniert,True,False,True,False,Nollendorfplatz,U1,33,tram_bus,9.2,359000,3803,387893,4107,1.1
S028682,2025-06-26,Steglitz,Steglitz-Zehlendorf,medium,52.44699,13.34107,2_room,2,40.8,5,5,1981,post_war_1949_1990,E,vorderhaus,kernsaniert,False,False,True,True,Schöneberg S,S Ringbahn,18,tram_bus,8.1,144000,3531,155540,3814,3.3
S028683,2025-05-04,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.5244,13.28941,4_room,4,88.7,2,5,2017,new_post_2010,A,seitenflügel,modernisiert,True,True,True,False,Uhlandstraße,U1,10,tram_bus,6.04,844000,9514,911161,10275,3.3
S028684,2021-10-21,Niederschönhausen,Pankow,medium,52.57666,13.42502,2_room,2,74.8,2,8,1984,post_war_1949_1990,C,hinterhaus,saniert,False,False,True,False,Gesundbrunnen S,S Ringbahn,18,tram_bus,7.44,264000,3537,285550,3820,1.1
S028685,2021-12-19,Haselhorst,Spandau,low,52.53417,13.22723,2_room,2,73.1,1,3,2020,new_post_2010,C,gartenhaus,saniert,False,True,True,False,Halensee S,S Ringbahn,32,tram_bus,10.37,235000,3223,254293,3481,1.1
S028686,2022-03-04,Falkenhagener Feld,Spandau,low,52.55216,13.19133,1_room,1,40.0,6,8,1989,post_war_1949_1990,C,hinterhaus,renovierungsbedürftig,False,True,True,True,Jakob-Kaiser-Platz,U7,35,tram_bus,13.22,64000,1609,69542,1738,1.8
S028687,2024-03-11,Weißensee,Pankow,medium,52.55155,13.47696,4_room,4,121.5,3,3,1972,post_war_1949_1990,B,vorderhaus,kernsaniert,False,True,True,False,Residenzstraße,U8,38,tram_bus,7.77,423000,3481,456576,3759,3.85
S028688,2020-10-22,Baumschulenweg,Treptow-Köpenick,medium,52.46759,13.47716,1_room,1,21.7,4,4,1989,post_war_1949_1990,D,hinterhaus,renovierungsbedürftig,True,True,True,True,Ostkreuz,S Ringbahn,23,tram_bus,8.64,54000,2492,58464,2692,1.1
S028689,2025-12-11,Gesundbrunnen,Mitte,medium,52.55697,13.38346,3_room,3,100.3,2,5,2002,modern_1990_2010,A,hinterhaus,kernsaniert,True,False,True,True,Pankstraße,U8,7,walk,4.54,685000,6833,740116,7380,3.1
S028690,2024-04-29,Hermsdorf,Reinickendorf,medium,52.61971,13.31653,2_room,2,53.1,3,6,1938,altbau_pre_1949,C,vorderhaus,renoviert,False,False,False,False,Wittenau U,U8,16,tram_bus,12.22,223000,4206,241080,4543,3.85
S028691,2025-10-31,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.483,13.28116,2_room,2,62.3,4,5,1880,altbau_pre_1949,E,hinterhaus,kernsaniert,False,True,True,False,Kurfürstendamm,U1,24,tram_bus,7.51,346000,5566,374214,6011,3.1
S028692,2024-12-28,Lichtenberg (Ort),Lichtenberg,medium,52.50531,13.49408,4_room,4,139.1,1,5,1950,post_war_1949_1990,D,vorderhaus,modernisiert,True,False,True,False,Osloer Straße,U8,43,tram_bus,7.97,474000,3411,512213,3683,3.5
S028693,2023-05-31,Tegel,Reinickendorf,medium,52.56851,13.29009,1_room,1,44.5,0,8,1887,altbau_pre_1949,H,vorderhaus,modernisiert,True,True,False,True,Charlottenburg S,Stadtbahn,39,tram_bus,8.3,126000,2842,136435,3069,3.85
S028694,2020-03-12,Mariendorf,Tempelhof-Schöneberg,medium,52.43458,13.39736,2_room,2,49.9,4,4,1963,post_war_1949_1990,E,hinterhaus,kernsaniert,False,True,True,True,Ostbahnhof,Stadtbahn,39,tram_bus,9.18,96000,1930,103925,2084,1.1
