id,date_listed,ortsteil,bezirk,kiez_premium,lat,lon,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,position,condition,has_lift,has_balcony,furnished,transit_station,transit_line,transit_distance_min,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur,rent_includes_warmmiete,kaution_months,warmmiete_eur_monthly_usd
R015855,2021-12-08,Staaken,Spandau,low,52.52861,13.13728,2_room,2,58.2,2,5,post_war_1949_1990,F,hinterhaus,modernisiert,False,True,False,Rathaus Spandau,U7,47,16.32,288,185,473,4.95,True,3,510
R015856,2024-04-23,Siemensstadt,Spandau,low,52.53574,13.25973,3_room,3,84.0,0,8,altbau_pre_1949,G,seitenflügel,renovierungsbedürftig,True,False,True,Siemensdamm,U7,13,8.27,917,278,1195,10.92,False,3,1291
R015857,2024-10-22,Märkisches Viertel,Reinickendorf,low,52.59319,13.33773,2_room,2,49.8,7,8,new_post_2010,D,vorderhaus,renoviert,True,False,True,Beusselstraße,S Ringbahn,95,8.97,701,151,852,14.07,True,2,920
R015858,2022-10-24,Kreuzberg,Friedrichshain-Kreuzberg,high,52.48872,13.39821,3_room,3,87.7,3,8,altbau_pre_1949,F,vorderhaus,saniert,True,True,False,Prinzenstraße,U1,8,3.37,1921,412,2333,21.91,True,3,2520
R015859,2020-06-06,Hohenschönhausen,Lichtenberg,low,52.57534,13.50647,3_room,3,88.6,8,8,altbau_pre_1949,H,vorderhaus,renovierungsbedürftig,False,True,True,Rohrdamm,U7,220,10.9,527,319,846,5.95,False,2,914
R015860,2026-04-07,Konradshöhe,Reinickendorf,medium,52.59558,13.22978,3_room,3,78.8,4,4,altbau_pre_1949,G,vorderhaus,saniert,False,True,False,Rathaus Spandau,U7,91,13.33,892,245,1137,11.32,True,2,1228
R015861,2021-11-07,Reinickendorf (Ort),Reinickendorf,low,52.57036,13.31318,2_room,2,62.7,0,6,altbau_pre_1949,G,gartenhaus,modernisiert,True,True,False,Paracelsus-Bad,U8,13,7.43,582,201,784,9.28,False,3,846
R015862,2024-11-05,Grünau,Treptow-Köpenick,medium,52.41596,13.5743,1_room,1,46.2,2,4,post_war_1949_1990,E,hinterhaus,kernsaniert,True,False,True,Voltastraße,U8,228,17.37,418,153,571,9.05,False,3,617
R015863,2025-01-29,Schöneberg,Tempelhof-Schöneberg,high,52.48202,13.3579,1_room,1,27.4,2,4,modern_1990_2010,B,vorderhaus,kernsaniert,True,True,False,Eisenacher Straße,U7,7,4.04,886,83,969,32.33,True,3,1047
R015864,2022-09-08,Kladow,Spandau,medium,52.43885,13.12312,2_room,2,61.3,5,6,post_war_1949_1990,E,vorderhaus,saniert,False,True,False,Westkreuz,S Ringbahn,131,19.27,630,221,852,10.28,False,3,920
R015865,2021-10-06,Biesdorf,Marzahn-Hellersdorf,low,52.49436,13.54847,2_room,2,48.5,1,6,post_war_1949_1990,G,hinterhaus,renoviert,True,True,False,Mendelssohn-Bartholdy,U2,150,11.81,240,165,406,4.95,True,3,438
R015866,2020-08-30,Lichtenberg (Ort),Lichtenberg,medium,52.52412,13.51653,4_room,4,113.0,5,8,modern_1990_2010,B,vorderhaus,kernsaniert,True,True,False,Beusselstraße,S Ringbahn,136,9.43,965,317,1282,8.54,False,3,1384
R015867,2021-12-12,Britz,Neukölln,low,52.44576,13.43631,4_room,4,130.9,4,8,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,True,False,False,Hermannplatz U8,U8,54,8.79,1184,364,1547,9.04,True,2,1671
R015868,2020-09-11,Müggelheim,Treptow-Köpenick,low,52.41434,13.67771,4_room,4,103.3,2,5,post_war_1949_1990,F,vorderhaus,modernisiert,False,True,False,Paracelsus-Bad,U8,338,23.27,506,371,877,4.9,True,3,947
R015869,2024-03-04,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.4883,13.30574,4_room,4,130.8,6,8,new_post_2010,C,hinterhaus,saniert,True,False,False,Bülowstraße,U2,42,5.78,2496,442,2938,19.08,True,3,3173
R015870,2023-09-30,Hansaviertel,Mitte,high,52.51351,13.34529,5_room_plus,5,149.7,2,4,altbau_pre_1949,H,vorderhaus,modernisiert,False,False,False,Beusselstraße,S Ringbahn,28,2.22,2748,577,3325,18.35,False,3,3591
R015871,2020-07-07,Gropiusstadt,Neukölln,low,52.43482,13.46338,2_room,2,56.4,5,5,altbau_pre_1949,F,vorderhaus,kernsaniert,True,True,False,Blaschkoallee,U7,38,10.76,402,214,616,7.14,False,3,666
R015872,2024-10-24,Hohenschönhausen,Lichtenberg,low,52.55609,13.50151,2_room,2,61.1,3,6,modern_1990_2010,F,vorderhaus,renoviert,True,True,False,Hermannplatz,U7,122,9.47,492,240,732,8.05,False,3,790
R015873,2025-01-24,Grunewald,Charlottenburg-Wilmersdorf,high,52.49078,13.26171,2_room,2,57.1,5,5,post_war_1949_1990,H,gartenhaus,modernisiert,True,True,True,Tiergarten S,Stadtbahn,88,8.35,1234,217,1451,21.6,False,3,1567
R015874,2023-02-07,Wittenau,Reinickendorf,low,52.58298,13.3314,4_room,4,118.5,4,6,post_war_1949_1990,C,vorderhaus,modernisiert,True,True,False,Pankow U2,U2,72,8.05,812,502,1314,6.85,True,3,1419
R015875,2020-04-27,Köpenick (Ort),Treptow-Köpenick,medium,52.44583,13.56052,3_room,3,84.9,0,4,post_war_1949_1990,F,hinterhaus,saniert,True,False,False,Spittelmarkt,U2,166,14.65,506,270,776,5.96,False,2,838
R015876,2020-04-20,Heiligensee,Reinickendorf,medium,52.6129,13.23868,5_room_plus,5,170.6,7,8,new_post_2010,A,vorderhaus,renovierungsbedürftig,True,True,True,Kleistpark,U7,202,14.27,1966,429,2395,11.52,False,2,2586
R015877,2025-02-23,Karlshorst,Lichtenberg,medium,52.48809,13.50486,4_room,4,85.2,5,5,post_war_1949_1990,D,vorderhaus,saniert,False,True,True,Wittenau U,U8,220,9.16,1101,213,1315,12.93,False,2,1420
R015878,2022-08-13,Siemensstadt,Spandau,low,52.53597,13.25374,2_room,2,69.7,2,3,post_war_1949_1990,G,vorderhaus,saniert,False,True,False,Westkreuz,S Ringbahn,54,8.67,457,349,805,6.55,True,1,870
R015879,2021-11-19,Konradshöhe,Reinickendorf,medium,52.60412,13.2196,2_room,2,72.0,0,5,altbau_pre_1949,G,vorderhaus,kernsaniert,False,False,False,Uhlandstraße,U1,159,14.48,715,211,926,9.93,False,3,1001
R015880,2022-10-18,Tegel,Reinickendorf,medium,52.57756,13.2811,4_room,4,134.5,5,5,post_war_1949_1990,F,vorderhaus,modernisiert,False,False,False,Gesundbrunnen S,S Ringbahn,94,9.44,855,703,1559,6.36,False,3,1684
R015881,2022-10-09,Gropiusstadt,Neukölln,low,52.43898,13.48811,1_room,1,35.4,1,5,post_war_1949_1990,D,vorderhaus,renoviert,True,False,False,Lipschitzallee,U7,0,11.39,337,147,484,9.51,True,2,522
R015882,2022-01-27,Treptow,Treptow-Köpenick,medium,52.48541,13.45796,5_room_plus,5,204.6,0,5,post_war_1949_1990,F,seitenflügel,renoviert,False,True,False,Schlesisches Tor,U1,25,6.43,2053,718,2771,10.04,False,3,2993
R015883,2022-10-01,Hermsdorf,Reinickendorf,medium,52.61761,13.30102,1_room,1,38.0,3,5,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,False,True,True,Neukölln,U7,232,12.4,440,137,577,11.58,False,2,624
R015884,2022-11-30,Alt-Treptow,Treptow-Köpenick,medium,52.48705,13.43083,3_room,3,81.7,3,5,post_war_1949_1990,F,hinterhaus,modernisiert,True,False,False,Märkisches Museum,U2,49,4.85,850,422,1273,10.4,True,3,1374
R015885,2021-01-12,Konradshöhe,Reinickendorf,medium,52.59442,13.22899,1_room,1,44.7,2,4,modern_1990_2010,B,vorderhaus,kernsaniert,True,True,False,Greifswalder Straße,S Ringbahn,206,13.29,581,130,711,12.99,False,3,767
R015886,2026-01-22,Lichterfelde,Steglitz-Zehlendorf,medium,52.42561,13.29197,5_room_plus,5,124.8,8,8,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Ostbahnhof,Stadtbahn,147,11.64,2406,447,2853,19.28,True,2,3081
R015887,2023-11-14,Französisch Buchholz,Pankow,medium,52.61415,13.42843,3_room,3,87.0,3,4,new_post_2010,B,vorderhaus,renovierungsbedürftig,True,True,False,Treptower Park,S Ringbahn,142,11.41,1189,448,1637,13.67,False,2,1768
R015888,2022-06-20,Lichtenrade,Tempelhof-Schöneberg,low,52.38979,13.39663,2_room,2,73.8,8,8,new_post_2010,B,vorderhaus,kernsaniert,True,True,False,Britz-Süd,U7,69,14.13,838,269,1108,11.37,True,1,1196
R015889,2020-01-29,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,52.52869,13.28142,5_room_plus,5,89.5,0,5,post_war_1949_1990,G,vorderhaus,saniert,False,True,True,Wilmersdorfer Straße,U7,41,6.66,966,248,1214,10.79,False,1,1311
R015890,2024-05-11,Rudow,Neukölln,low,52.42398,13.47947,1_room,1,23.6,3,4,post_war_1949_1990,C,hinterhaus,modernisiert,True,False,False,Rudow,U7,4,12.37,246,75,321,10.42,True,3,347
R015891,2020-06-27,Alt-Treptow,Treptow-Köpenick,medium,52.48732,13.445,4_room,4,110.1,1,5,post_war_1949_1990,F,vorderhaus,kernsaniert,True,True,False,Warschauer Straße,U1,19,5.58,1114,355,1468,10.12,True,1,1586
R015892,2025-09-24,Siemensstadt,Spandau,low,52.53618,13.26441,4_room,4,132.3,3,3,altbau_pre_1949,G,hinterhaus,kernsaniert,False,True,True,Hausvogteiplatz,U2,120,7.98,1252,397,1649,9.47,True,3,1781
R015893,2020-03-29,Konradshöhe,Reinickendorf,medium,52.60619,13.21542,4_room,4,129.3,1,4,post_war_1949_1990,F,gartenhaus,saniert,False,True,False,Lipschitzallee,U7,308,14.84,948,335,1283,7.33,True,2,1386
R015894,2023-01-01,Wannsee,Steglitz-Zehlendorf,high,52.42221,13.16249,3_room,3,70.4,2,3,altbau_pre_1949,G,vorderhaus,renoviert,False,False,True,Wannsee,S1,3,17.94,1501,331,1832,21.31,False,2,1978
R015895,2021-09-12,Friedrichshain,Friedrichshain-Kreuzberg,high,52.52222,13.45282,3_room,3,111.5,2,6,post_war_1949_1990,A,gartenhaus,renovierungsbedürftig,False,True,False,Karl-Marx-Straße,U7,61,5.12,1414,329,1742,12.68,True,2,1882
R015896,2026-02-18,Reinickendorf (Ort),Reinickendorf,low,52.56705,13.32802,1_room,1,26.7,0,3,modern_1990_2010,C,vorderhaus,saniert,True,False,False,Karl-Bonhoeffer-Nervenklinik,U8,27,6.57,456,81,537,17.08,False,2,580
R015897,2025-06-30,Westend,Charlottenburg-Wilmersdorf,high,52.52138,13.28049,3_room,3,110.5,0,3,modern_1990_2010,C,hinterhaus,modernisiert,False,False,False,Rathaus Spandau,U7,62,6.6,1840,331,2171,16.66,True,3,2344
R015898,2025-05-08,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.47318,13.31085,3_room,3,100.4,1,3,modern_1990_2010,D,hinterhaus,kernsaniert,True,False,False,Tempelhof S,S Ringbahn,79,6.59,1658,307,1966,16.52,True,3,2123
R015899,2020-01-25,Tempelhof,Tempelhof-Schöneberg,medium,52.48798,13.38146,3_room,3,69.5,0,5,post_war_1949_1990,E,vorderhaus,renovierungsbedürftig,False,True,False,Innsbrucker Platz,S Ringbahn,44,3.16,539,268,807,7.75,False,2,872
R015900,2023-10-07,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.48907,13.32905,5_room_plus,5,155.4,4,6,modern_1990_2010,C,vorderhaus,renovierungsbedürftig,True,True,False,Uhlandstraße,U1,27,4.47,3485,604,4090,22.43,True,3,4417
R015901,2023-02-27,Reinickendorf (Ort),Reinickendorf,low,52.56119,13.32596,2_room,2,63.2,1,6,modern_1990_2010,D,vorderhaus,saniert,True,True,False,Franz-Neumann-Platz,U8,24,6.1,805,298,1103,12.74,False,3,1191
R015902,2024-09-10,Wittenau,Reinickendorf,low,52.58939,13.3272,3_room,3,95.0,2,4,post_war_1949_1990,D,seitenflügel,renoviert,True,True,False,Karl-Bonhoeffer-Nervenklinik,U8,14,8.81,975,277,1252,10.27,True,2,1352
R015903,2021-07-13,Grunewald,Charlottenburg-Wilmersdorf,high,52.48233,13.25389,4_room,4,64.7,3,8,modern_1990_2010,B,vorderhaus,saniert,True,False,True,Bismarckstraße,U7,62,9.19,1159,172,1332,17.91,False,3,1438
R015904,2021-01-19,Märkisches Viertel,Reinickendorf,low,52.58791,13.3646,4_room,4,118.9,2,4,altbau_pre_1949,F,seitenflügel,saniert,False,True,True,Karl-Bonhoeffer-Nervenklinik,U8,27,8.01,770,447,1218,6.48,True,3,1315
R015905,2025-08-06,Zehlendorf,Steglitz-Zehlendorf,high,52.42495,13.27013,2_room,2,58.7,4,5,post_war_1949_1990,C,vorderhaus,modernisiert,True,False,True,Zehlendorf S,S1,2,12.5,1442,233,1675,24.57,False,3,1809
R015906,2022-01-22,Siemensstadt,Spandau,low,52.535,13.25792,2_room,2,51.0,2,4,post_war_1949_1990,C,vorderhaus,saniert,False,False,False,Rohrdamm,U7,10,8.37,370,158,529,7.26,False,3,571
R015907,2025-07-23,Mahlsdorf,Marzahn-Hellersdorf,low,52.49766,13.62728,2_room,2,45.4,5,5,post_war_1949_1990,E,seitenflügel,kernsaniert,False,True,True,Spittelmarkt,U2,180,17.02,307,133,441,6.77,False,2,476
R015908,2023-02-13,Mahlsdorf,Marzahn-Hellersdorf,low,52.49586,13.60889,3_room,3,94.6,3,3,post_war_1949_1990,E,gartenhaus,renovierungsbedürftig,False,False,False,Ruhleben,U2,319,15.81,738,500,1238,7.8,False,3,1337
R015909,2023-01-27,Haselhorst,Spandau,low,52.55005,13.24026,2_room,2,44.7,4,8,modern_1990_2010,C,hinterhaus,modernisiert,True,False,False,Berliner Straße,U7,112,10.03,382,203,585,8.55,True,3,632
R015910,2022-06-29,Rudow,Neukölln,low,52.4067,13.4831,1_room,1,36.8,4,5,altbau_pre_1949,E,vorderhaus,renovierungsbedürftig,True,False,True,Rudow,U7,4,14.13,434,133,566,11.79,False,3,612
R015911,2021-05-20,Niederschönhausen,Pankow,medium,52.57478,13.42008,1_room,1,39.7,3,6,modern_1990_2010,C,gartenhaus,renoviert,True,True,False,Pankow U2,U2,16,7.11,441,149,590,11.12,True,3,637
R015912,2020-05-28,Marienfelde,Tempelhof-Schöneberg,low,52.41398,13.39637,1_room,1,25.3,0,3,post_war_1949_1990,G,vorderhaus,renoviert,False,True,True,Wutzkyallee,U7,88,11.45,160,100,260,6.34,True,3,281
R015913,2024-07-19,Halensee,Charlottenburg-Wilmersdorf,high,52.49646,13.2931,4_room,4,114.3,3,3,post_war_1949_1990,F,vorderhaus,modernisiert,False,False,False,Tempelhof S,S Ringbahn,81,6.14,1438,396,1833,12.58,True,3,1980
R015914,2025-01-17,Friedrichshain,Friedrichshain-Kreuzberg,high,52.51272,13.46697,3_room,3,115.0,4,5,altbau_pre_1949,F,vorderhaus,saniert,False,True,False,Frankfurter Allee,S Ringbahn,17,6.05,3052,367,3419,26.54,False,3,3692
R015915,2023-09-06,Tegel,Reinickendorf,medium,52.58069,13.28394,1_room,1,37.1,2,5,altbau_pre_1949,D,vorderhaus,kernsaniert,False,False,False,Adenauerplatz,U7,108,9.56,463,145,608,12.48,True,2,656
R015916,2020-02-17,Pankow (Ort),Pankow,medium,52.5648,13.39846,3_room,3,102.1,3,3,altbau_pre_1949,H,vorderhaus,kernsaniert,False,True,False,Pankow U2,U2,1,5.57,1301,312,1613,12.74,False,1,1742
R015917,2025-12-22,Halensee,Charlottenburg-Wilmersdorf,high,52.50433,13.29801,1_room,1,37.6,8,8,post_war_1949_1990,C,seitenflügel,saniert,False,False,False,Halensee S,S Ringbahn,2,5.55,682,111,793,18.16,True,1,856
R015918,2025-10-01,Wedding,Mitte,medium,52.55565,13.35348,1_room,1,24.7,5,8,altbau_pre_1949,D,gartenhaus,saniert,False,True,False,Südstern,U7,95,4.67,444,77,521,17.98,False,2,563
R015919,2020-07-13,Wilmersdorf,Charlottenburg-Wilmersdorf,high,52.49425,13.30498,3_room,3,92.3,2,4,modern_1990_2010,B,vorderhaus,modernisiert,True,False,False,Bülowstraße,U2,40,5.5,1369,242,1611,14.83,True,3,1740
R015920,2020-03-25,Plänterwald,Treptow-Köpenick,medium,52.47521,13.46854,4_room,4,132.0,1,5,post_war_1949_1990,F,vorderhaus,modernisiert,True,False,True,Südkreuz,S Ringbahn,93,7.66,785,513,1298,5.95,True,2,1402
R015921,2023-01-30,Französisch Buchholz,Pankow,medium,52.58772,13.44064,1_room,1,40.5,2,4,modern_1990_2010,C,vorderhaus,modernisiert,True,False,False,Märkisches Museum,U2,116,9.01,490,202,692,12.11,False,2,748
R015922,2024-08-29,Hohenschönhausen,Lichtenberg,low,52.55113,13.49895,4_room,4,115.6,2,3,post_war_1949_1990,C,vorderhaus,modernisiert,False,False,False,Leinestraße,U8,134,9.07,949,417,1366,8.21,True,2,1475
R015923,2021-01-19,Schöneberg,Tempelhof-Schöneberg,high,52.47301,13.3527,5_room_plus,5,99.0,3,5,new_post_2010,B,hinterhaus,saniert,True,False,False,Eisenacher Straße,U7,7,5.1,1458,314,1772,14.73,False,3,1913
R015924,2024-12-01,Steglitz,Steglitz-Zehlendorf,medium,52.47194,13.34073,2_room,2,45.7,1,4,altbau_pre_1949,H,vorderhaus,renoviert,False,False,False,Schöneberg S,S Ringbahn,36,5.53,576,155,731,12.61,False,3,790
R015925,2023-03-17,Tiergarten,Mitte,high,52.52547,13.35688,3_room,3,85.7,0,5,modern_1990_2010,A,gartenhaus,saniert,True,False,False,Gesundbrunnen U,U8,55,1.74,1824,358,2182,21.29,True,3,2357
R015926,2024-01-11,Französisch Buchholz,Pankow,medium,52.59974,13.40556,1_room,1,25.0,2,4,post_war_1949_1990,D,vorderhaus,kernsaniert,False,True,False,Schlachtensee,S1,277,9.47,315,80,394,12.58,False,2,426
R015927,2023-12-20,Malchow,Lichtenberg,low,52.57229,13.47709,3_room,3,101.4,4,6,post_war_1949_1990,F,gartenhaus,renovierungsbedürftig,False,True,False,Stadtmitte,U2,115,9.16,543,528,1071,5.35,True,3,1157
R015928,2026-04-26,Wedding,Mitte,medium,52.54542,13.35425,1_room,1,29.1,0,3,post_war_1949_1990,F,seitenflügel,saniert,False,True,False,Anhalter Bahnhof,S1,66,3.61,378,76,454,13.01,False,3,491
R015929,2025-05-26,Moabit,Mitte,medium,52.53212,13.35263,2_room,2,54.3,4,6,altbau_pre_1949,C,vorderhaus,saniert,True,False,False,Beusselstraße,S Ringbahn,8,2.44,1345,189,1533,24.78,False,3,1656
R015930,2025-07-26,Biesdorf,Marzahn-Hellersdorf,low,52.50745,13.55422,1_room,1,29.8,3,3,post_war_1949_1990,E,vorderhaus,saniert,False,False,False,Boddinstraße,U8,107,11.99,232,75,307,7.81,True,3,332
R015931,2022-09-30,Blankenburg,Pankow,low,52.60095,13.44333,1_room,1,30.6,4,5,altbau_pre_1949,F,vorderhaus,modernisiert,False,False,False,Adenauerplatz,U7,175,10.41,237,117,354,7.74,True,2,382
R015932,2022-12-12,Schöneberg,Tempelhof-Schöneberg,high,52.4877,13.36516,4_room,4,147.0,3,4,altbau_pre_1949,D,hinterhaus,kernsaniert,False,False,False,Innsbrucker Platz,S Ringbahn,15,3.29,2270,754,3024,15.44,False,3,3266
R015933,2026-03-14,Wartenberg,Lichtenberg,low,52.58292,13.51455,2_room,2,75.7,3,3,modern_1990_2010,B,gartenhaus,saniert,True,False,False,Jungfernheide U,U7,190,11.85,720,244,964,9.51,False,3,1041
R015934,2024-11-05,Tempelhof,Tempelhof-Schöneberg,medium,52.47028,13.37909,3_room,3,111.1,1,3,post_war_1949_1990,A,vorderhaus,saniert,False,True,False,Storkower Straße,S Ringbahn,105,5.12,1374,307,1681,12.37,True,3,1816
R015935,2021-01-13,Mitte (Ort),Mitte,high,52.51803,13.41869,2_room,2,70.8,5,6,modern_1990_2010,C,hinterhaus,saniert,True,True,False,Adenauerplatz,U7,88,2.78,994,233,1227,14.04,False,2,1326
R015936,2025-06-17,Wittenau,Reinickendorf,low,52.58776,13.31471,5_room_plus,5,125.5,4,5,modern_1990_2010,C,seitenflügel,kernsaniert,False,True,False,Wittenau U,U8,3,9.02,1390,388,1778,11.08,False,2,1920
R015937,2024-06-13,Charlottenburg,Charlottenburg-Wilmersdorf,high,52.51508,13.29302,2_room,2,56.4,1,3,post_war_1949_1990,D,vorderhaus,modernisiert,False,True,True,Westhafen,S Ringbahn,46,5.73,987,162,1150,17.51,True,3,1242
R015938,2020-07-28,Gesundbrunnen,Mitte,medium,52.54632,13.37371,4_room,4,113.4,4,6,altbau_pre_1949,F,vorderhaus,renoviert,False,False,False,Klosterstraße,U2,49,3.35,1225,418,1643,10.81,False,3,1775
R015939,2021-12-26,Britz,Neukölln,low,52.43901,13.45503,5_room_plus,5,147.2,2,5,post_war_1949_1990,C,hinterhaus,modernisiert,False,False,False,Grenzallee,U7,15,10.06,1344,482,1826,9.13,False,3,1972
R015940,2022-04-18,Kladow,Spandau,medium,52.46435,13.14872,3_room,3,94.6,0,6,post_war_1949_1990,H,vorderhaus,modernisiert,False,True,False,Wannsee,S1,50,16.54,473,276,750,5.01,False,3,810
R015941,2024-01-08,Spandau (Ort),Spandau,low,52.54358,13.22292,4_room,4,86.5,2,5,altbau_pre_1949,H,vorderhaus,saniert,True,True,False,Rathaus Spandau,U7,7,10.9,858,317,1175,9.91,False,3,1268
R015942,2022-07-27,Hohenschönhausen,Lichtenberg,low,52.5736,13.5112,2_room,2,57.5,0,4,modern_1990_2010,B,gartenhaus,modernisiert,False,False,False,Möckernbrücke,U1,137,11.05,628,238,865,10.92,False,1,935
R015943,2024-07-23,Marzahn,Marzahn-Hellersdorf,low,52.54022,13.55331,2_room,2,46.7,5,5,post_war_1949_1990,D,hinterhaus,renoviert,True,True,False,Hermannstraße S,S Ringbahn,143,12.17,234,122,356,5.01,False,3,384
R015944,2023-08-15,Grunewald,Charlottenburg-Wilmersdorf,high,52.48615,13.25233,2_room,2,77.4,0,4,altbau_pre_1949,G,vorderhaus,saniert,False,False,False,Theodor-Heuss-Platz,U2,36,9.12,1848,268,2117,23.89,False,3,2286
R015945,2025-04-30,Baumschulenweg,Treptow-Köpenick,medium,52.47514,13.47553,3_room,3,79.4,3,6,post_war_1949_1990,E,vorderhaus,saniert,False,True,False,Boddinstraße,U8,46,8.05,870,250,1120,10.97,False,2,1210
R015946,2024-12-18,Niederschönhausen,Pankow,medium,52.58107,13.43295,3_room,3,105.8,5,6,altbau_pre_1949,C,vorderhaus,renoviert,True,True,False,Schöneberg S,S Ringbahn,141,8.11,1635,278,1914,15.46,True,2,2067
R015947,2023-01-24,Weißensee,Pankow,medium,52.55328,13.44929,3_room,3,93.1,2,3,altbau_pre_1949,F,vorderhaus,renovierungsbedürftig,False,False,False,Voltastraße,U8,68,6.35,1272,442,1715,13.67,False,2,1852
R015948,2020-01-09,Mahlsdorf,Marzahn-Hellersdorf,low,52.4923,13.60682,2_room,2,80.5,2,6,modern_1990_2010,B,vorderhaus,renovierungsbedürftig,True,True,False,Frankfurter Allee,S Ringbahn,122,15.74,778,230,1008,9.67,False,3,1089
R015949,2020-05-24,Grunewald,Charlottenburg-Wilmersdorf,high,52.4914,13.2446,4_room,4,84.0,3,5,modern_1990_2010,B,vorderhaus,saniert,True,True,False,Richard-Wagner-Platz,U7,71,9.42,1821,304,2125,21.67,True,1,2295
R015950,2024-08-15,Rummelsburg,Lichtenberg,medium,52.50144,13.49918,2_room,2,48.5,2,6,altbau_pre_1949,F,vorderhaus,kernsaniert,False,True,False,Treptower Park,S Ringbahn,25,8.39,620,127,748,12.79,False,2,807
R015951,2021-05-22,Pankow (Ort),Pankow,medium,52.57321,13.38944,1_room,1,41.0,4,5,altbau_pre_1949,B,vorderhaus,renovierungsbedürftig,False,False,True,Pankow U2,U2,4,6.38,529,132,661,12.92,True,1,714
R015952,2022-11-08,Waidmannslust,Reinickendorf,low,52.59759,13.31783,5_room_plus,5,191.1,0,5,new_post_2010,A,vorderhaus,modernisiert,True,False,False,Wittenau U,U8,14,9.9,2414,742,3156,12.63,False,3,3408
R015953,2026-01-25,Halensee,Charlottenburg-Wilmersdorf,high,52.49301,13.31586,3_room,3,85.5,0,4,altbau_pre_1949,D,vorderhaus,saniert,False,False,False,Bismarckstraße,U7,24,4.92,2029,245,2274,23.73,True,3,2456
R015954,2023-05-20,Schmargendorf,Charlottenburg-Wilmersdorf,high,52.46639,13.2743,5_room_plus,5,152.2,0,5,post_war_1949_1990,E,vorderhaus,kernsaniert,False,True,False,Kleistpark,U7,62,8.93,2507,605,3112,16.47,False,2,3361
R015955,2022-04-10,Adlershof,Treptow-Köpenick,medium,52.44422,13.53929,5_room_plus,5,129.6,5,5,post_war_1949_1990,B,gartenhaus,saniert,False,True,False,Lipschitzallee,U7,65,13.56,1475,359,1834,11.38,False,3,1981
R015956,2024-08-29,Mahlsdorf,Marzahn-Hellersdorf,low,52.49706,13.62917,2_room,2,73.2,2,3,post_war_1949_1990,F,seitenflügel,kernsaniert,False,False,True,Treptower Park,S Ringbahn,130,17.15,388,277,665,5.3,True,3,718
R015957,2021-11-23,Blankenburg,Pankow,low,52.59485,13.44283,2_room,2,63.0,0,3,post_war_1949_1990,F,vorderhaus,renovierungsbedürftig,False,False,False,Stadtmitte,U2,129,9.78,399,186,585,6.33,False,3,632
R015958,2026-01-18,Mariendorf,Tempelhof-Schöneberg,medium,52.43945,13.39942,1_room,1,35.4,3,3,altbau_pre_1949,E,hinterhaus,renoviert,False,False,True,Gneisenaustraße,U7,75,8.67,472,110,582,13.35,False,2,628
R015959,2022-02-24,Lichtenrade,Tempelhof-Schöneberg,low,52.39691,13.39249,1_room,1,42.6,0,5,modern_1990_2010,F,vorderhaus,kernsaniert,True,True,False,Neukölln,U7,99,13.31,303,153,456,7.11,True,2,493
R015960,2024-07-18,Lichtenrade,Tempelhof-Schöneberg,low,52.38531,13.40543,2_room,2,51.1,0,5,post_war_1949_1990,C,gartenhaus,renovierungsbedürftig,True,True,True,Kottbusser Tor U8,U8,142,14.69,503,151,654,9.85,True,3,706
R015961,2025-06-09,Friedrichshagen,Treptow-Köpenick,medium,52.45243,13.61038,1_room,1,33.9,2,5,new_post_2010,A,hinterhaus,kernsaniert,True,True,False,Warschauer Straße,U1,163,17.28,613,124,736,18.06,True,2,795
R015962,2023-01-17,Blankenburg,Pankow,low,52.60132,13.4504,1_room,1,45.0,5,6,post_war_1949_1990,G,vorderhaus,saniert,False,True,False,Anhalter Bahnhof,S1,140,10.65,372,220,592,8.26,False,2,640
R015963,2022-03-10,Gropiusstadt,Neukölln,low,52.42148,13.46261,1_room,1,43.6,2,6,new_post_2010,A,vorderhaus,modernisiert,True,True,False,Lipschitzallee,U7,5,12.01,638,146,784,14.64,False,3,847
R015964,2025-08-19,Halensee,Charlottenburg-Wilmersdorf,high,52.50186,13.28526,4_room,4,95.5,3,6,post_war_1949_1990,E,gartenhaus,saniert,False,True,False,Adenauerplatz,U7,9,6.46,1813,258,2070,18.99,True,2,2236
R015965,2022-03-28,Mariendorf,Tempelhof-Schöneberg,medium,52.44357,13.39636,3_room,3,83.3,1,3,post_war_1949_1990,F,gartenhaus,renovierungsbedürftig,False,True,False,Sundgauer Straße,S1,96,8.19,668,258,926,8.02,False,2,1001
R015966,2021-10-23,Wedding,Mitte,medium,52.55477,13.34431,2_room,2,65.6,4,6,altbau_pre_1949,E,vorderhaus,kernsaniert,True,False,False,Westhafen,S Ringbahn,16,4.84,1115,243,1358,17.01,False,3,1467
