id,date_listed,year,month,year_month,ortsteil,bezirk,kiez_premium,property_type,rooms,area_m2,floor,total_floors,building_era,energy_class,has_lift,has_balcony,furnished,to_brandenburg_gate_km,kaltmiete_eur_monthly,nebenkosten_eur_monthly,warmmiete_eur_monthly,rent_per_m2_kalt_eur
R015628,2020-02-15,2020,2,2020-02,Grünau,Treptow-Köpenick,medium,5_room_plus,5,153.9,6,8,post_war_1949_1990,B,True,False,False,17.4,1400,428,1828,9.1
R015629,2025-11-22,2025,11,2025-11,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,110.9,3,4,altbau_pre_1949,E,False,True,True,12.18,1410,419,1830,12.71
R015630,2025-06-23,2025,6,2025-06,Tiergarten,Mitte,high,2_room,2,44.7,1,4,post_war_1949_1990,D,True,False,False,0.95,1236,142,1377,27.62
R015631,2022-02-06,2022,2,2022-02,Grünau,Treptow-Köpenick,medium,1_room,1,45.1,1,3,new_post_2010,B,True,True,False,18.42,510,174,684,11.31
R015632,2020-08-11,2020,8,2020-08,Niederschönhausen,Pankow,medium,5_room_plus,5,200.2,3,5,post_war_1949_1990,D,True,True,False,6.91,1848,781,2629,9.23
R015633,2022-06-25,2022,6,2022-06,Baumschulenweg,Treptow-Köpenick,medium,3_room,3,108.8,3,3,post_war_1949_1990,D,False,True,False,9.42,814,398,1212,7.48
R015634,2024-05-07,2024,5,2024-05,Französisch Buchholz,Pankow,medium,3_room,3,79.6,1,6,altbau_pre_1949,F,False,True,False,8.75,1076,261,1337,13.51
R015635,2021-03-24,2021,3,2021-03,Niederschönhausen,Pankow,medium,4_room,4,121.1,6,6,post_war_1949_1990,E,False,False,True,7.35,984,350,1334,8.13
R015636,2022-10-30,2022,10,2022-10,Wittenau,Reinickendorf,low,3_room,3,101.7,3,5,post_war_1949_1990,H,True,False,False,8.22,829,452,1280,8.15
R015637,2021-07-30,2021,7,2021-07,Buckow,Neukölln,low,3_room,3,100.3,6,6,modern_1990_2010,C,True,False,False,10.85,885,349,1234,8.83
R015638,2021-06-29,2021,6,2021-06,Wartenberg,Lichtenberg,low,1_room,1,44.6,2,4,altbau_pre_1949,E,False,True,True,11.02,268,127,395,6.01
R015639,2025-04-27,2025,4,2025-04,Heiligensee,Reinickendorf,medium,2_room,2,59.8,0,6,altbau_pre_1949,G,False,True,False,14.68,755,162,918,12.63
R015640,2023-02-02,2023,2,2023-02,Buch,Pankow,low,2_room,2,53.5,0,3,altbau_pre_1949,G,False,False,False,15.15,449,256,705,8.39
R015641,2025-06-05,2025,6,2025-06,Lübars,Reinickendorf,medium,1_room,1,44.8,0,6,altbau_pre_1949,C,False,True,True,10.23,482,160,641,10.75
R015642,2024-05-24,2024,5,2024-05,Moabit,Mitte,medium,2_room,2,52.2,2,4,altbau_pre_1949,C,False,False,False,2.74,787,141,928,15.09
R015643,2025-06-13,2025,6,2025-06,Frohnau,Reinickendorf,medium,3_room,3,87.0,3,4,altbau_pre_1949,G,False,True,False,13.02,1229,254,1484,14.13
R015644,2020-12-05,2020,12,2020-12,Lichtenrade,Tempelhof-Schöneberg,low,2_room,2,73.6,1,3,post_war_1949_1990,E,False,True,False,13.06,528,285,813,7.17
R015645,2025-07-26,2025,7,2025-07,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,45.6,6,8,post_war_1949_1990,F,True,True,False,6.69,785,125,910,17.22
R015646,2023-09-05,2023,9,2023-09,Buch,Pankow,low,2_room,2,54.3,3,5,altbau_pre_1949,E,False,True,False,15.1,384,275,659,7.07
R015647,2025-12-02,2025,12,2025-12,Haselhorst,Spandau,low,2_room,2,63.3,0,5,altbau_pre_1949,B,False,True,False,10.07,707,223,930,11.16
R015648,2022-05-30,2022,5,2022-05,Müggelheim,Treptow-Köpenick,low,5_room_plus,5,191.6,3,6,post_war_1949_1990,G,False,False,False,22.87,1303,528,1832,6.8
R015649,2024-08-29,2024,8,2024-08,Westend,Charlottenburg-Wilmersdorf,high,4_room,4,130.2,1,4,post_war_1949_1990,H,True,True,True,8.54,1592,387,1979,12.23
R015650,2022-05-12,2022,5,2022-05,Borsigwalde,Reinickendorf,low,2_room,2,56.2,3,5,post_war_1949_1990,B,False,True,False,10.02,437,166,602,7.77
R015651,2026-03-12,2026,3,2026-03,Zehlendorf,Steglitz-Zehlendorf,high,2_room,2,48.3,4,8,post_war_1949_1990,E,False,False,False,12.99,952,170,1123,19.69
R015652,2025-02-28,2025,2,2025-02,Marienfelde,Tempelhof-Schöneberg,low,4_room,4,101.8,1,5,post_war_1949_1990,E,True,True,True,12.12,1003,332,1336,9.86
R015653,2024-07-15,2024,7,2024-07,Köpenick (Ort),Treptow-Köpenick,medium,2_room,2,56.9,3,5,post_war_1949_1990,F,True,True,True,14.89,518,185,703,9.1
R015654,2020-03-20,2020,3,2020-03,Gropiusstadt,Neukölln,low,2_room,2,73.6,4,5,post_war_1949_1990,F,True,True,False,10.97,367,242,609,4.99
R015655,2021-10-31,2021,10,2021-10,Lankwitz,Steglitz-Zehlendorf,medium,1_room,1,36.4,0,4,new_post_2010,C,True,True,False,9.71,538,101,639,14.78
R015656,2024-08-29,2024,8,2024-08,Tegel,Reinickendorf,medium,3_room,3,82.0,4,6,modern_1990_2010,D,True,True,False,8.45,838,301,1139,10.22
R015657,2024-05-20,2024,5,2024-05,Haselhorst,Spandau,low,4_room,4,110.4,0,3,altbau_pre_1949,D,False,True,False,9.47,1016,330,1347,9.21
R015658,2021-08-09,2021,8,2021-08,Karlshorst,Lichtenberg,medium,5_room_plus,5,181.6,4,8,new_post_2010,A_plus,True,True,False,11.58,1985,582,2566,10.93
R015659,2022-10-17,2022,10,2022-10,Treptow,Treptow-Köpenick,medium,1_room,1,22.9,0,3,altbau_pre_1949,B,False,False,False,5.33,291,122,414,12.75
R015660,2024-01-21,2024,1,2024-01,Tempelhof,Tempelhof-Schöneberg,medium,3_room,3,74.6,0,6,modern_1990_2010,A,True,False,False,5.67,1027,227,1254,13.76
R015661,2024-02-23,2024,2,2024-02,Steglitz,Steglitz-Zehlendorf,medium,1_room,1,27.7,8,8,post_war_1949_1990,B,True,True,False,8.37,373,75,448,13.46
R015662,2026-04-05,2026,4,2026-04,Halensee,Charlottenburg-Wilmersdorf,high,3_room,3,67.7,3,3,altbau_pre_1949,E,False,False,False,7.55,966,261,1227,14.27
R015663,2025-10-17,2025,10,2025-10,Wedding,Mitte,medium,2_room,2,81.8,4,5,altbau_pre_1949,D,False,False,False,4.82,1082,248,1329,13.23
R015664,2025-07-19,2025,7,2025-07,Gesundbrunnen,Mitte,medium,1_room,1,20.6,4,6,altbau_pre_1949,F,False,False,False,3.81,354,67,421,17.21
R015665,2024-03-23,2024,3,2024-03,Wittenau,Reinickendorf,low,2_room,2,53.2,4,4,new_post_2010,C,True,False,True,8.09,868,186,1054,16.32
R015666,2025-09-18,2025,9,2025-09,Schmöckwitz,Treptow-Köpenick,medium,3_room,3,77.3,0,6,post_war_1949_1990,B,True,False,False,24.19,1092,216,1308,14.13
R015667,2026-02-09,2026,2,2026-02,Charlottenburg,Charlottenburg-Wilmersdorf,high,3_room,3,71.8,4,4,new_post_2010,C,True,True,False,6.94,2369,242,2611,33.01
R015668,2024-07-17,2024,7,2024-07,Müggelheim,Treptow-Köpenick,low,2_room,2,64.0,3,3,post_war_1949_1990,E,False,False,False,22.96,425,246,671,6.65
R015669,2022-09-29,2022,9,2022-09,Köpenick (Ort),Treptow-Köpenick,medium,4_room,4,101.4,2,4,altbau_pre_1949,G,False,False,False,15.8,840,366,1207,8.29
R015670,2024-01-21,2024,1,2024-01,Borsigwalde,Reinickendorf,low,2_room,2,66.7,3,4,altbau_pre_1949,C,False,True,False,8.67,746,208,953,11.18
R015671,2023-09-21,2023,9,2023-09,Lichtenberg (Ort),Lichtenberg,medium,3_room,3,104.7,6,8,altbau_pre_1949,H,True,False,False,8.31,1070,430,1499,10.22
R015672,2025-07-18,2025,7,2025-07,Kladow,Spandau,medium,2_room,2,33.6,4,4,post_war_1949_1990,D,True,False,True,17.25,330,91,421,9.84
R015673,2023-11-04,2023,11,2023-11,Karlshorst,Lichtenberg,medium,1_room,1,45.7,0,4,post_war_1949_1990,E,False,True,False,10.31,409,222,631,8.95
R015674,2022-07-28,2022,7,2022-07,Friedrichshain,Friedrichshain-Kreuzberg,high,3_room,3,106.7,5,8,new_post_2010,A,True,True,True,4.91,2077,523,2600,19.47
R015675,2024-08-15,2024,8,2024-08,Kaulsdorf,Marzahn-Hellersdorf,low,3_room,3,60.2,4,4,post_war_1949_1990,G,True,True,False,13.88,316,160,476,5.25
R015676,2025-07-04,2025,7,2025-07,Westend,Charlottenburg-Wilmersdorf,high,5_room_plus,5,151.5,2,8,post_war_1949_1990,D,True,False,False,8.33,2424,393,2818,16.0
R015677,2021-04-30,2021,4,2021-04,Heiligensee,Reinickendorf,medium,2_room,2,49.1,0,6,new_post_2010,A,True,True,False,14.84,582,158,740,11.84
R015678,2026-03-17,2026,3,2026-03,Tegel,Reinickendorf,medium,3_room,3,61.4,4,4,new_post_2010,C,True,True,True,10.03,1046,181,1228,17.04
R015679,2025-12-13,2025,12,2025-12,Biesdorf,Marzahn-Hellersdorf,low,3_room,3,113.3,5,5,post_war_1949_1990,F,True,True,False,12.1,802,432,1233,7.07
R015680,2023-10-28,2023,10,2023-10,Rummelsburg,Lichtenberg,medium,1_room,1,44.1,1,5,modern_1990_2010,B,True,False,False,7.94,732,198,930,16.59
R015681,2022-02-12,2022,2,2022-02,Tiergarten,Mitte,high,4_room,4,134.7,1,6,altbau_pre_1949,G,False,False,False,1.63,2928,500,3428,21.74
R015682,2024-01-03,2024,1,2024-01,Kaulsdorf,Marzahn-Hellersdorf,low,2_room,2,69.2,5,5,post_war_1949_1990,F,False,False,False,14.76,461,268,729,6.66
R015683,2020-11-05,2020,11,2020-11,Charlottenburg-Nord,Charlottenburg-Wilmersdorf,medium,2_room,2,74.6,3,3,post_war_1949_1990,B,False,False,False,5.59,1043,195,1238,13.99
R015684,2023-12-14,2023,12,2023-12,Tiergarten,Mitte,high,2_room,2,63.4,3,5,new_post_2010,B,True,True,True,1.5,2070,301,2371,32.66
R015685,2026-01-05,2026,1,2026-01,Adlershof,Treptow-Köpenick,medium,1_room,1,35.2,3,5,post_war_1949_1990,B,False,False,False,13.94,508,137,644,14.43
R015686,2023-08-14,2023,8,2023-08,Gesundbrunnen,Mitte,medium,2_room,2,60.8,5,5,altbau_pre_1949,H,False,True,True,3.33,654,297,951,10.76
R015687,2022-10-20,2022,10,2022-10,Köpenick (Ort),Treptow-Köpenick,medium,1_room,1,39.0,5,5,altbau_pre_1949,F,False,False,False,16.19,368,141,509,9.44
R015688,2024-05-10,2024,5,2024-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,2_room,2,60.2,3,5,post_war_1949_1990,A,True,False,True,3.84,1040,169,1208,17.26
R015689,2022-10-25,2022,10,2022-10,Hansaviertel,Mitte,high,3_room,3,96.2,1,4,altbau_pre_1949,G,False,True,False,2.17,2283,347,2630,23.74
R015690,2020-12-26,2020,12,2020-12,Niederschönhausen,Pankow,medium,1_room,1,26.0,4,4,post_war_1949_1990,E,True,True,False,5.97,200,91,291,7.69
R015691,2026-04-10,2026,4,2026-04,Adlershof,Treptow-Köpenick,medium,1_room,1,25.8,1,5,new_post_2010,A,False,True,True,16.45,471,82,553,18.25
R015692,2024-03-08,2024,3,2024-03,Wannsee,Steglitz-Zehlendorf,high,2_room,2,82.0,1,8,modern_1990_2010,D,True,False,False,18.8,1423,259,1683,17.36
R015693,2023-03-05,2023,3,2023-03,Tiergarten,Mitte,high,3_room,3,99.4,1,6,new_post_2010,B,True,False,False,1.24,3849,345,4194,38.74
R015694,2024-05-22,2024,5,2024-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,5_room_plus,5,179.6,3,3,post_war_1949_1990,E,False,True,True,4.61,2656,460,3116,14.79
R015695,2025-06-27,2025,6,2025-06,Tegel,Reinickendorf,medium,4_room,4,107.7,0,5,altbau_pre_1949,D,False,True,False,9.06,1789,346,2135,16.61
R015696,2024-01-27,2024,1,2024-01,Baumschulenweg,Treptow-Köpenick,medium,3_room,3,121.4,2,6,post_war_1949_1990,C,False,True,False,8.92,1461,316,1777,12.04
R015697,2023-02-17,2023,2,2023-02,Haselhorst,Spandau,low,3_room,3,100.2,4,4,altbau_pre_1949,F,False,False,False,10.94,921,376,1297,9.2
R015698,2024-02-21,2024,2,2024-02,Karlshorst,Lichtenberg,medium,2_room,2,63.0,5,6,modern_1990_2010,D,True,False,False,10.54,688,217,905,10.92
R015699,2024-09-04,2024,9,2024-09,Kreuzberg,Friedrichshain-Kreuzberg,high,1_room,1,20.0,1,5,post_war_1949_1990,G,False,True,False,3.2,256,75,331,12.79
R015700,2020-08-18,2020,8,2020-08,Wilmersdorf,Charlottenburg-Wilmersdorf,high,2_room,2,53.2,0,4,post_war_1949_1990,E,False,True,False,4.42,639,137,776,12.0
R015701,2024-02-18,2024,2,2024-02,Schöneberg,Tempelhof-Schöneberg,high,2_room,2,52.9,3,5,modern_1990_2010,E,True,False,False,3.37,1012,199,1212,19.13
R015702,2022-03-16,2022,3,2022-03,Frohnau,Reinickendorf,medium,3_room,3,63.3,7,8,new_post_2010,A,False,False,True,13.05,725,189,914,11.46
R015703,2024-07-21,2024,7,2024-07,Pankow (Ort),Pankow,medium,4_room,4,170.3,1,4,altbau_pre_1949,F,False,True,False,5.38,2438,495,2933,14.31
R015704,2022-12-07,2022,12,2022-12,Marzahn,Marzahn-Hellersdorf,low,2_room,2,79.2,4,5,post_war_1949_1990,H,False,True,False,11.06,423,371,794,5.34
R015705,2023-01-15,2023,1,2023-01,Marzahn,Marzahn-Hellersdorf,low,1_room,1,20.0,5,5,modern_1990_2010,B,True,False,False,12.31,161,75,236,8.05
R015706,2024-03-27,2024,3,2024-03,Staaken,Spandau,low,2_room,2,50.2,1,5,altbau_pre_1949,C,False,False,False,15.62,414,146,560,8.24
R015707,2022-07-14,2022,7,2022-07,Konradshöhe,Reinickendorf,medium,4_room,4,113.0,8,8,modern_1990_2010,H,True,True,True,14.94,679,475,1154,6.01
R015708,2021-09-22,2021,9,2021-09,Lankwitz,Steglitz-Zehlendorf,medium,2_room,2,64.9,3,5,new_post_2010,E,True,True,False,9.35,870,213,1084,13.4
R015709,2021-06-03,2021,6,2021-06,Tiergarten,Mitte,high,3_room,3,99.3,1,4,post_war_1949_1990,F,True,True,False,3.05,1788,348,2136,18.0
R015710,2022-11-04,2022,11,2022-11,Hansaviertel,Mitte,high,2_room,2,62.4,1,5,modern_1990_2010,E,True,False,False,1.87,1114,315,1429,17.87
R015711,2020-08-13,2020,8,2020-08,Spandau (Ort),Spandau,low,1_room,1,34.3,6,6,post_war_1949_1990,F,True,False,False,12.38,274,112,386,8.0
R015712,2022-08-12,2022,8,2022-08,Nikolassee,Steglitz-Zehlendorf,high,4_room,4,137.5,4,5,altbau_pre_1949,G,False,True,True,15.05,2519,581,3100,18.32
R015713,2020-10-30,2020,10,2020-10,Alt-Treptow,Treptow-Köpenick,medium,2_room,2,55.6,6,8,post_war_1949_1990,H,True,True,False,5.35,453,201,653,8.14
R015714,2022-11-01,2022,11,2022-11,Kladow,Spandau,medium,2_room,2,60.2,0,4,post_war_1949_1990,D,True,True,True,18.29,521,205,726,8.65
R015715,2026-03-26,2026,3,2026-03,Moabit,Mitte,medium,1_room,1,24.0,2,6,altbau_pre_1949,G,False,False,False,3.27,368,89,457,15.33
R015716,2022-08-01,2022,8,2022-08,Steglitz,Steglitz-Zehlendorf,medium,1_room,1,30.2,1,4,altbau_pre_1949,G,False,False,False,8.61,462,129,591,15.28
R015717,2024-09-04,2024,9,2024-09,Charlottenburg,Charlottenburg-Wilmersdorf,high,4_room,4,102.3,4,4,post_war_1949_1990,F,True,False,False,5.14,1689,271,1960,16.51
R015718,2022-08-14,2022,8,2022-08,Rummelsburg,Lichtenberg,medium,2_room,2,65.6,2,6,altbau_pre_1949,G,False,True,False,7.51,716,310,1026,10.92
R015719,2022-07-27,2022,7,2022-07,Spandau (Ort),Spandau,low,3_room,3,68.8,4,5,altbau_pre_1949,H,False,True,False,12.07,535,336,871,7.78
R015720,2022-04-21,2022,4,2022-04,Staaken,Spandau,low,2_room,2,63.7,1,5,new_post_2010,A_plus,False,False,False,16.14,686,205,890,10.77
R015721,2022-04-26,2022,4,2022-04,Marienfelde,Tempelhof-Schöneberg,low,3_room,3,85.6,1,5,post_war_1949_1990,F,True,True,True,12.64,750,252,1002,8.76
R015722,2024-07-22,2024,7,2024-07,Tegel,Reinickendorf,medium,3_room,3,88.5,3,4,post_war_1949_1990,E,True,True,True,9.79,943,292,1235,10.66
R015723,2022-05-29,2022,5,2022-05,Lankwitz,Steglitz-Zehlendorf,medium,3_room,3,75.8,1,3,altbau_pre_1949,G,False,True,False,9.49,789,246,1035,10.41
R015724,2024-11-28,2024,11,2024-11,Schmöckwitz,Treptow-Köpenick,medium,1_room,1,37.4,0,4,altbau_pre_1949,F,False,True,False,24.41,371,148,519,9.94
R015725,2023-10-17,2023,10,2023-10,Hansaviertel,Mitte,high,3_room,3,81.9,0,4,altbau_pre_1949,G,False,False,False,1.54,2120,303,2423,25.87
R015726,2025-12-22,2025,12,2025-12,Schmargendorf,Charlottenburg-Wilmersdorf,high,2_room,2,36.4,3,5,altbau_pre_1949,D,False,False,False,6.66,701,137,838,19.28
R015727,2022-08-20,2022,8,2022-08,Märkisches Viertel,Reinickendorf,low,1_room,1,44.4,4,5,altbau_pre_1949,G,False,False,False,10.06,426,158,584,9.6
R015728,2023-05-24,2023,5,2023-05,Karlshorst,Lichtenberg,medium,3_room,3,76.6,1,6,altbau_pre_1949,D,False,True,False,11.41,808,384,1192,10.54
R015729,2022-08-20,2022,8,2022-08,Kreuzberg,Friedrichshain-Kreuzberg,high,2_room,2,88.4,4,4,altbau_pre_1949,G,False,True,False,3.36,1272,425,1697,14.39
R015730,2020-03-21,2020,3,2020-03,Wedding,Mitte,medium,4_room,4,106.7,1,5,altbau_pre_1949,G,False,False,True,3.6,1049,335,1384,9.83
R015731,2020-04-22,2020,4,2020-04,Malchow,Lichtenberg,low,2_room,2,76.0,4,4,new_post_2010,A,True,True,True,9.65,625,202,827,8.23
R015732,2023-06-29,2023,6,2023-06,Karow,Pankow,low,3_room,3,37.0,1,3,altbau_pre_1949,D,False,False,False,12.96,446,169,616,12.07
R015733,2022-12-13,2022,12,2022-12,Grunewald,Charlottenburg-Wilmersdorf,high,3_room,3,82.1,2,4,modern_1990_2010,E,True,True,False,9.56,1846,327,2173,22.48
R015734,2020-09-24,2020,9,2020-09,Charlottenburg,Charlottenburg-Wilmersdorf,high,3_room,3,86.4,2,4,post_war_1949_1990,G,False,False,False,5.63,874,222,1096,10.11
R015735,2021-11-10,2021,11,2021-11,Borsigwalde,Reinickendorf,low,3_room,3,50.1,7,8,altbau_pre_1949,G,False,False,False,8.44,407,165,572,8.11
R015736,2020-05-25,2020,5,2020-05,Frohnau,Reinickendorf,medium,2_room,2,53.1,3,6,altbau_pre_1949,G,False,True,True,14.88,425,187,612,8.0
R015737,2026-03-09,2026,3,2026-03,Baumschulenweg,Treptow-Köpenick,medium,3_room,3,100.4,2,6,new_post_2010,B,True,False,True,8.88,2338,311,2649,23.29
R015738,2025-10-11,2025,10,2025-10,Westend,Charlottenburg-Wilmersdorf,high,4_room,4,96.2,1,4,altbau_pre_1949,F,False,True,False,6.86,1983,246,2230,20.62
R015739,2026-02-09,2026,2,2026-02,Buch,Pankow,low,2_room,2,32.9,1,6,new_post_2010,B,True,True,False,15.46,523,87,611,15.93
R015740,2024-05-07,2024,5,2024-05,Halensee,Charlottenburg-Wilmersdorf,high,3_room,3,90.1,4,6,new_post_2010,B,False,False,False,6.4,2394,334,2729,26.57
R015741,2022-02-27,2022,2,2022-02,Spandau (Ort),Spandau,low,3_room,3,92.4,4,6,new_post_2010,C,True,True,False,12.04,916,353,1268,9.91
R015742,2021-01-09,2021,1,2021-01,Reinickendorf (Ort),Reinickendorf,low,3_room,3,97.2,2,4,post_war_1949_1990,D,False,True,False,6.41,574,379,953,5.91
R015743,2024-08-04,2024,8,2024-08,Wittenau,Reinickendorf,low,2_room,2,66.0,5,6,modern_1990_2010,C,True,True,False,9.67,777,255,1032,11.77
R015744,2024-08-31,2024,8,2024-08,Wittenau,Reinickendorf,low,2_room,2,70.4,0,4,post_war_1949_1990,D,True,False,False,9.16,593,278,871,8.42
R015745,2020-12-29,2020,12,2020-12,Friedrichsfelde,Lichtenberg,low,2_room,2,61.5,1,4,altbau_pre_1949,F,False,False,False,9.37,519,220,739,8.44
R015746,2025-09-17,2025,9,2025-09,Baumschulenweg,Treptow-Köpenick,medium,5_room_plus,5,158.5,1,4,new_post_2010,A,False,False,False,8.37,2100,446,2547,13.25
R015747,2021-09-03,2021,9,2021-09,Hermsdorf,Reinickendorf,medium,1_room,1,27.4,2,4,post_war_1949_1990,F,True,True,True,11.82,207,82,290,7.56
R015748,2025-12-04,2025,12,2025-12,Hohenschönhausen,Lichtenberg,low,2_room,2,67.7,0,3,post_war_1949_1990,C,False,True,True,10.0,653,197,850,9.65
R015749,2022-10-05,2022,10,2022-10,Nikolassee,Steglitz-Zehlendorf,high,4_room,4,129.0,3,5,altbau_pre_1949,F,True,True,False,14.91,2681,458,3139,20.78
R015750,2024-12-15,2024,12,2024-12,Gropiusstadt,Neukölln,low,4_room,4,125.9,4,5,post_war_1949_1990,H,False,False,False,12.16,1015,471,1486,8.06
R015751,2023-11-03,2023,11,2023-11,Schmargendorf,Charlottenburg-Wilmersdorf,high,3_room,3,90.6,3,5,post_war_1949_1990,F,False,False,False,8.26,1018,428,1445,11.24
R015752,2022-01-20,2022,1,2022-01,Mahlsdorf,Marzahn-Hellersdorf,low,2_room,2,53.4,3,5,post_war_1949_1990,D,True,True,True,16.77,420,144,564,7.88
R015753,2026-04-01,2026,4,2026-04,Zehlendorf,Steglitz-Zehlendorf,high,2_room,2,62.1,0,6,modern_1990_2010,B,True,False,True,11.51,1619,238,1857,26.09
R015754,2026-03-31,2026,3,2026-03,Plänterwald,Treptow-Köpenick,medium,2_room,2,61.7,3,4,modern_1990_2010,B,True,False,False,8.83,667,171,838,10.81
R015755,2024-09-03,2024,9,2024-09,Gatow,Spandau,medium,3_room,3,93.7,4,5,post_war_1949_1990,D,False,False,False,14.6,859,342,1201,9.18
R015756,2024-01-22,2024,1,2024-01,Konradshöhe,Reinickendorf,medium,3_room,3,95.4,0,4,modern_1990_2010,D,False,False,False,14.92,970,322,1293,10.17
R015757,2021-12-26,2021,12,2021-12,Weißensee,Pankow,medium,1_room,1,36.8,0,4,modern_1990_2010,A,True,True,False,7.62,544,101,645,14.79
R015758,2022-02-06,2022,2,2022-02,Tiergarten,Mitte,high,4_room,4,138.8,3,4,altbau_pre_1949,F,False,False,False,1.91,3220,403,3623,23.2
R015759,2021-03-14,2021,3,2021-03,Gatow,Spandau,medium,2_room,2,65.0,3,4,altbau_pre_1949,H,False,True,False,14.75,348,238,586,5.35
R015760,2025-05-12,2025,5,2025-05,Moabit,Mitte,medium,2_room,2,71.0,1,5,altbau_pre_1949,G,False,True,False,2.86,1400,222,1622,19.71
R015761,2024-10-02,2024,10,2024-10,Mariendorf,Tempelhof-Schöneberg,medium,3_room,3,81.9,1,6,altbau_pre_1949,G,True,True,True,9.28,944,219,1163,11.53
R015762,2020-12-11,2020,12,2020-12,Prenzlauer Berg,Pankow,high,5_room_plus,5,104.4,6,6,altbau_pre_1949,D,True,False,False,3.5,1696,416,2113,16.25
R015763,2020-05-24,2020,5,2020-05,Falkenberg,Lichtenberg,low,2_room,2,40.1,1,3,post_war_1949_1990,F,False,True,False,13.24,191,156,347,4.76
R015764,2023-11-15,2023,11,2023-11,Gesundbrunnen,Mitte,medium,4_room,4,100.6,5,5,modern_1990_2010,B,True,False,False,5.23,1736,404,2141,17.26
R015765,2021-03-02,2021,3,2021-03,Wilmersdorf,Charlottenburg-Wilmersdorf,high,5_room_plus,5,109.5,0,4,altbau_pre_1949,F,False,False,False,5.36,1390,371,1761,12.69
R015766,2023-05-14,2023,5,2023-05,Friedrichshagen,Treptow-Köpenick,medium,2_room,2,75.7,1,5,modern_1990_2010,C,True,True,False,18.16,1071,260,1331,14.15
R015767,2022-04-08,2022,4,2022-04,Müggelheim,Treptow-Köpenick,low,3_room,3,99.3,1,5,post_war_1949_1990,C,False,True,False,23.38,845,359,1204,8.51
R015768,2024-01-22,2024,1,2024-01,Mahlsdorf,Marzahn-Hellersdorf,low,1_room,1,43.2,1,5,modern_1990_2010,A,True,False,False,15.48,403,141,544,9.33
R015769,2020-03-17,2020,3,2020-03,Frohnau,Reinickendorf,medium,1_room,1,31.1,0,5,altbau_pre_1949,D,False,False,False,14.52,268,117,385,8.6
R015770,2020-01-27,2020,1,2020-01,Friedrichshagen,Treptow-Köpenick,medium,2_room,2,93.8,3,6,altbau_pre_1949,G,False,True,False,18.09,868,323,1191,9.25
R015771,2021-10-30,2021,10,2021-10,Konradshöhe,Reinickendorf,medium,3_room,3,91.3,4,8,altbau_pre_1949,E,False,True,False,16.47,832,330,1161,9.1
R015772,2025-06-19,2025,6,2025-06,Westend,Charlottenburg-Wilmersdorf,high,2_room,2,46.1,3,4,altbau_pre_1949,G,False,True,False,6.98,720,184,903,15.6
R015773,2020-06-23,2020,6,2020-06,Falkenhagener Feld,Spandau,low,3_room,3,98.6,1,4,post_war_1949_1990,G,True,True,True,13.51,375,349,723,3.8
R015774,2025-04-14,2025,4,2025-04,Friedrichshain,Friedrichshain-Kreuzberg,high,1_room,1,34.1,2,5,post_war_1949_1990,D,True,True,False,4.53,713,128,841,20.9
R015775,2020-11-18,2020,11,2020-11,Malchow,Lichtenberg,low,1_room,1,36.8,4,4,modern_1990_2010,C,True,False,False,9.69,316,102,419,8.6
R015776,2025-12-25,2025,12,2025-12,Steglitz,Steglitz-Zehlendorf,medium,1_room,1,44.5,2,5,new_post_2010,A,True,False,True,6.73,770,124,895,17.3
R015777,2025-06-14,2025,6,2025-06,Marienfelde,Tempelhof-Schöneberg,low,1_room,1,40.9,3,5,post_war_1949_1990,E,False,False,False,11.5,296,107,403,7.23
R015778,2023-05-17,2023,5,2023-05,Gesundbrunnen,Mitte,medium,3_room,3,59.1,1,3,modern_1990_2010,B,True,False,False,4.15,1084,209,1293,18.34
R015779,2021-05-07,2021,5,2021-05,Charlottenburg,Charlottenburg-Wilmersdorf,high,3_room,3,92.1,6,6,altbau_pre_1949,F,False,True,True,5.68,1515,333,1848,16.45
R015780,2021-03-23,2021,3,2021-03,Wilmersdorf,Charlottenburg-Wilmersdorf,high,4_room,4,123.1,5,5,post_war_1949_1990,C,False,True,False,5.06,1849,372,2221,15.02
R015781,2021-10-21,2021,10,2021-10,Lichterfelde,Steglitz-Zehlendorf,medium,3_room,3,70.6,2,5,altbau_pre_1949,G,False,True,False,11.05,747,252,999,10.58
R015782,2022-03-02,2022,3,2022-03,Friedrichshagen,Treptow-Köpenick,medium,1_room,1,21.5,0,3,new_post_2010,A_plus,True,False,False,18.93,248,70,318,11.54
R015783,2020-04-10,2020,4,2020-04,Biesdorf,Marzahn-Hellersdorf,low,4_room,4,83.2,6,6,modern_1990_2010,C,True,False,False,10.71,505,212,717,6.07
R015784,2020-03-08,2020,3,2020-03,Waidmannslust,Reinickendorf,low,3_room,3,87.6,4,5,post_war_1949_1990,C,False,True,False,8.89,568,238,806,6.48
R015785,2021-05-18,2021,5,2021-05,Hohenschönhausen,Lichtenberg,low,3_room,3,99.0,4,6,modern_1990_2010,D,True,True,False,11.18,742,385,1127,7.5
